TaxoName,sensitiveSample_1,sensitiveSample_2,sensitiveSample_3,sensitiveSample_4,sensitiveSample_5,sensitiveSample_6,sensitiveSample_7,sensitiveSample_8,sensitiveSample_9,sensitiveSample_10,sensitiveSample_11,sensitiveSample_12,sensitiveSample_13,tolerantSample_1,tolerantSample_2,tolerantSample_3,tolerantSample_4,tolerantSample_5,tolerantSample_6,tolerantSample_7,tolerantSample_8,tolerantSample_9,tolerantSample_10,tolerantSample_11,tolerantSample_12,tolerantSample_13,tolerantSample_14,tolerantSample_15,tolerantSample_16,tolerantSample_17,tolerantSample_18,tolerantSample_19,tolerantSample_20
TAG54:6-FA20:4,1.3236,0.963,3.0803,1.7192,0.8253,1.4576,4.2179,1.0677,1.8853,1.8897,0.4404,2.4242,0.8281,0.9949,2.3837,0.5008,0.5984,1.0797,1.4816,0.8337,1.7895,0.8642,1.4311,0.6659,1.2302,0.4232,0.3863,0.3745,3.2761,0.875,0.5481,1.2583,1.0109
TAG54:6-FA20:5,3.298,3.2091,1.8146,0.7486,0.9488,6.9358,1.1427,24.4996,1.0249,1.2113,3.0379,1.2307,2.2161,1.0528,35.2563,0.3802,1.6824,2.0378,0.3846,0.4677,2.5802,1.0417,3.1433,0.5945,0.6218,1.3305,0.2614,0.626,0.7244,1.2136,1.0566,2.2836,1.6879
TAG54:7-FA16:1,1.3788,1.1921,3.134,6.1576,1.0013,1.4918,1.4711,1.902,1.3959,1.2227,0.4579,3.1294,1.6604,0.9666,3.6303,0.5382,0.8784,2.2795,0.8971,0.6108,1.8574,0.5051,1.2149,1.0915,1.679,0.7908,0.7768,0.9054,2.1395,0.6819,0.8198,1.7221,0.7607
TAG54:7-FA20:4,1.38,0.8052,3.2031,7.552,0.9918,1.549,2.2472,1.0568,1.7943,1.3519,0.7345,4.3369,1.2764,0.6904,2.3994,0.696,0.9286,1.4331,0.8272,0.632,1.644,0.6025,1.2345,0.6806,2.6709,0.595,0.5662,0.7349,1.8104,1.0307,0.5494,1.6907,1.1316
TAG54:7-FA22:5,3.505,0.8431,2.8862,7.1839,0.8707,1.7173,1.066,1.4378,1.8507,2.0757,1.0355,4.1783,1.5754,0.7255,1.8543,0.6736,1.7364,1.1097,0.6601,0.6543,2.3449,0.5185,2.0493,1.3848,2.0501,0.4252,0.7067,1.361,1.0323,1.0545,0.7613,2.2965,1.0868
TAG54:7-FA22:6,2.8253,1.0907,1.8968,5.8223,0.6266,1.7147,0.9679,1.3819,1.5584,2.4585,1.049,2.9311,1.5511,0.648,1.8872,0.8419,1.084,2.5157,0.4924,0.6878,1.8216,0.5529,1.6447,1.1253,1.8843,0.7759,0.7475,0.6513,1.0041,1.0505,0.624,1.3863,0.8699
TAG54:8-FA20:4,1.7438,0.7588,3.2187,142.9293,0.9035,1.7681,1.23,1.0843,1.8468,1.5611,1.8253,41.1785,2.4173,0.7457,2.3082,1.0454,0.756,1.6066,0.4773,0.5785,0.8843,0.5977,1.8993,1.6431,24.2258,0.6646,0.9377,0.7911,0.9569,4.7354,0.5311,1.1494,1.2112
TAG54:8-FA20:5,1.9968,0.9586,3.005,205.1848,0.8777,3.4904,1.7347,1.7308,2.266,1.4189,0.9631,61.9451,3.8655,0.7212,3.7182,0.7078,2.0161,1.2334,0.7954,0.6245,2.1481,0.5004,2.8616,1.1258,38.6764,0.5989,0.4447,0.5056,1.267,6.8139,0.625,4.6306,2.0679
TAG54:8-FA22:6,3.5438,0.4242,3.7614,127.5182,0.3522,4.0532,1.0856,1.2651,1.3163,1.6402,5.5325,39.1085,3.3689,0.6157,1.7277,0.8964,0.9172,1.4128,0.2723,0.3349,0.9544,1.0165,3.4242,4.5814,21.1159,0.4604,1.158,0.9835,1.4871,4.0887,0.6362,1.027,0.7633
TAG55:2-FA18:2,1.735,0.8229,5.214,2.776,1.0085,3.838,2.1365,1.5857,2.4844,1.0914,0.4002,4.1421,1.1974,0.4475,3.3433,0.5571,2.1046,0.9843,0.9915,1.5498,2.9037,0.5819,2.8948,0.6928,1.1693,0.3528,0.4862,0.3279,2.0068,0.7692,0.4784,6.3304,0.9666
TAG55:5-FA20:4,2.0814,0.7748,3.072,4.8622,0.4714,1.4351,0.7808,1.34,1.4096,1.4602,1.7362,2.5805,1.3294,0.685,1.5024,0.7056,0.999,1.3142,1.001,0.5296,1.0872,0.5615,1.4948,1.2473,1.77,0.5041,0.6607,0.7394,0.69,0.9413,0.7029,1.1663,1.1093
TAG55:6-FA20:4,1.2093,0.9374,1.3004,1.5595,0.8235,0.995,1.005,0.8911,1.0459,1.1049,1.0096,1.1095,1.0595,0.8164,1.1121,0.9082,0.9212,1.2116,0.8392,0.8913,1.0621,0.9164,0.9881,0.9058,0.9671,0.9463,0.9286,1.1159,0.8094,1.0452,0.8924,0.9376,1.1326
TAG55:7-FA15:0,1.5071,1.3271,1.8562,6.7817,0.3905,1.6781,1.1179,1.1684,1.5538,1.4508,0.7688,4.5602,1.296,0.6665,2.4734,0.5712,0.7694,2.1528,0.5278,1.535,1.3452,0.5855,1.4022,1.0576,2.5933,0.899,0.625,0.5563,0.8361,0.3905,0.7552,1.5615,0.7733
TAG55:7-FA18:1,2.0047,1.2524,1.2111,1.1456,0.7944,1.7913,0.9833,1.3591,0.9973,1.1669,0.8614,1.2812,1.513,0.9074,1.5258,0.9027,1.1592,1.3223,0.9509,0.845,1.0938,0.9062,1.0832,0.9263,0.9277,0.9943,0.763,1.0827,0.9264,1.2594,0.9917,1.3068,0.9738
TAG56:2-FA18:0,1.2941,1.0099,5.2776,0.7049,1.1959,3.6511,2.1287,2.4494,2.0622,0.6256,0.4304,4.3227,1.4932,0.6257,3.1615,1.0659,0.9776,1.31,0.9168,0.7592,1.0267,0.517,1.2721,0.5237,0.5904,0.5318,0.5869,1.1229,2.3092,0.9568,0.7723,13.1253,0.5515
TAG56:2-FA20:1,0.8868,0.5527,4.934,1.2025,1.1188,3.8318,1.6707,1.0151,1.7606,0.7907,0.4235,5.0182,1.7102,0.3765,2.2117,1.1104,0.4465,1.1682,0.8328,0.8115,0.7204,0.4466,1.2612,0.4723,0.6425,0.3901,0.4227,2.001,1.9238,0.9737,0.3494,19.8624,0.4987
TAG56:3-FA18:0,1.2079,0.649,4.4979,2.7645,0.9928,2.2207,1.7856,1.1731,1.7962,0.6363,0.2736,4.7542,1.2391,0.6469,2.1509,0.8596,1.0241,1.1691,0.941,0.7154,1.1705,0.5475,1.3336,0.4734,1.7765,0.4205,0.4656,0.8832,2.4319,1.0072,0.7688,13.0439,0.46
TAG56:4-FA16:0,2.4585,1.007,1.8363,5.0055,1.2643,1.9099,1.6567,1.4214,1.6962,1.4299,0.6391,4.3669,8.8884,0.2853,2.4309,0.7728,0.9454,2.0531,0.7903,0.6972,1.6121,0.5375,3.2633,1.2147,3.3113,0.5025,0.8614,0.8929,1.0776,1.0701,0.6076,2.1116,0.9359
TAG56:4-FA20:2,1.1686,0.5442,3.4378,2.6193,1.1226,3.3304,2.7961,0.7949,2.1757,0.9954,0.2952,4.2664,1.2565,0.3542,2.0246,0.6885,0.5886,1.0733,1.2395,0.9354,1.6676,0.4014,1.8811,0.5956,0.9585,0.2462,0.4585,0.506,2.0509,0.9772,0.3961,21.8673,0.5803
TAG56:4-FA20:3,2.2448,1.0434,7.9981,6.4953,0.6986,2.2089,2.5651,1.394,1.2901,1.1082,0.6948,4.3575,1.5645,0.7804,1.7074,0.5035,0.764,1.8918,1.1718,0.9786,2.2712,0.7036,2.3851,0.9509,2.6998,0.601,0.6853,0.6834,1.703,1.1825,0.5469,3.3531,0.8892
TAG56:4-FA22:4,1.8069,1.2736,2.1344,4.236,0.9168,2.3199,1.1581,1.6337,2.2707,1.806,0.8653,4.6343,1.6729,0.8563,2.1913,0.8522,1.5903,2.042,0.6028,0.6163,2.4051,0.5098,3.2908,1.0607,1.977,0.8076,0.5933,0.9894,1.1031,1.0106,0.559,1.1473,1.4257
TAG56:5-FA18:1,1.4304,0.5936,3.8653,1.1955,1.1969,2.7693,3.0259,0.9598,2.3665,0.7688,0.3016,3.8993,2.6022,0.4471,3.2046,0.5626,0.9844,1.5598,1.3934,1.0016,1.3704,0.5087,1.7181,0.5314,0.9865,0.3697,0.4727,0.757,2.7582,0.8352,0.4299,9.3692,0.5097
TAG56:5-FA20:3,2.2992,0.8782,8.8456,5.0101,0.62,2.084,4.1906,1.0012,1.6731,0.9489,0.5919,4.9546,1.3554,0.7547,1.4528,0.5601,0.7205,1.5356,1.6807,0.8203,2.7994,0.7604,3.5601,0.7242,2.0555,0.3699,0.4443,0.3277,1.4676,1.0748,0.4777,4.1395,0.8255
TAG56:5-FA20:4,1.3322,1.5671,3.9095,0.2637,0.7119,4.5979,2.1473,8.445,1.0717,1.2189,1.0209,3.1093,2.1231,0.9198,10.3943,0.4599,0.791,2.083,0.9063,0.4652,1.5284,0.7903,1.4099,0.7807,2.0408,0.7473,0.3786,0.5777,1.5742,0.8996,0.731,1.7257,0.7523
TAG56:5-FA22:4,1.9106,1.1728,2.7088,6.6243,0.8425,2.0729,1.7392,1.7554,3.1809,1.8098,0.6081,6.6813,0.9878,1.1025,1.8087,0.8489,2.2886,1.2692,0.824,0.626,3.7447,0.4017,3.9806,0.9221,2.3065,0.4741,0.6327,1.2961,1.4489,1.2087,0.6425,1.3195,1.4046
TAG56:5-FA22:5,1.9649,1.1633,1.666,5.344,0.5307,2.0854,1.1727,1.9483,1.8438,1.6971,0.8604,3.8467,1.2449,0.9192,2.1736,0.7188,1.2732,1.7262,0.706,0.7545,2.8216,0.674,3.1059,1.0285,1.8027,0.7882,0.5375,0.6714,1.0217,1.2398,0.7111,1.0953,1.1036
TAG56:6-FA18:0,2.5896,2.3104,6.6736,1.007,0.7376,9.5505,0.8142,11.5241,0.6754,1.6347,1.2008,1.1534,4.4455,0.6287,15.7751,0.569,1.6036,2.0937,0.3396,0.5262,1.3347,0.6751,2.7116,0.928,0.7137,1.4161,0.4024,1.1501,0.4194,1.0082,1.4747,1.4885,0.68
TAG56:6-FA18:3,1.3415,0.7357,1.3181,2.6819,1.8654,2.3695,1.8017,1.2333,2.357,0.9848,1.0136,2.9955,1.6697,0.4464,4.7188,0.9864,0.31,1.3324,2.0289,0.8058,1.6413,0.6051,1.2806,0.6129,1.3674,0.2837,1.065,0.437,2.8188,0.5793,0.4435,1.829,0.6408
TAG56:6-FA20:2,1.9809,1.2366,2.1534,4.8877,2.6683,2.8569,2.2265,1.3843,3.3344,1.04,0.9346,3.3168,0.9227,0.5666,6.4365,0.5759,0.6817,2.0293,2.7318,1.412,3.2873,0.7898,3.1995,0.6528,1.7112,0.3361,0.7406,0.3164,4.443,0.795,0.6903,3.9748,0.8074
TAG56:6-FA20:3,2.2072,0.8395,7.9668,3.4016,0.963,2.5898,4.6823,1.2826,1.6973,1.0482,0.8578,4.0739,1.1404,0.7477,2.0918,0.5233,1.2437,1.2266,1.4916,1.3624,4.5913,0.6641,4.8066,0.7622,1.8802,0.5013,0.5849,0.4558,1.8481,0.9351,0.4797,2.212,1.0101
TAG56:6-FA20:4,1.564,1.078,7.7471,4.8329,0.6986,1.2903,5.1626,1.1686,1.0355,1.6552,0.4188,2.3613,0.9199,1.1659,1.4185,0.461,0.6802,1.118,1.3785,0.7492,1.505,0.7751,1.4785,0.7422,2.1957,0.3942,0.4125,0.5041,1.7182,1.2692,0.5721,1.6245,0.9232
TAG56:6-FA22:4,2.6285,0.6815,2.2456,7.5024,0.9177,1.9149,1.8358,1.3531,3.6514,3.3708,1.0169,5.1085,0.9979,0.6712,2.8464,0.8294,2.3542,1.1377,0.4543,0.7219,2.8538,0.4551,3.5145,0.9364,2.0661,0.446,0.4679,0.5964,1.1022,0.8495,0.7029,1.409,1.9542
TAG56:6-FA22:5,1.8491,0.9728,1.9702,2.5646,0.8517,2.6205,2.2589,1.4129,2.9899,1.8945,0.9237,3.4143,1.2545,0.6726,2.4071,0.5487,1.6954,1.5513,0.5769,0.9187,2.6253,0.6562,2.436,0.8921,1.4865,0.5353,0.6196,0.5948,1.64,0.8258,0.5155,2.4005,1.3092
TAG56:6-FA22:6,2.0318,3.3659,1.0064,2.6441,0.9958,7.3017,0.5143,11.7262,1.0932,1.8089,0.9585,1.8949,4.2014,1.0983,8.701,0.4114,1.0042,8.1619,0.3466,0.4835,2.4671,0.771,2.9054,0.7488,1.502,1.3175,0.4305,0.5838,0.563,1.0994,0.995,1.6169,0.661
TAG56:7-FA16:0,1.44,6.2687,1.5761,2.1095,0.8977,3.621,0.8066,2.8432,1.4788,1.3164,0.5606,2.5284,2.0178,0.4209,4.3032,0.9735,0.9231,1.5307,1.1274,1.099,8.8371,0.7233,1.5005,0.9545,1.064,1.0355,0.3739,0.5586,1.0996,0.7361,1.0479,2.2621,0.8252
TAG56:7-FA18:2,2.2583,0.6319,4.6405,2.2592,1.2131,1.6224,2.4873,1.5514,1.5316,1.5156,0.5632,1.6942,1.6158,0.9453,2.6823,0.4353,0.9284,1.1232,1.2933,0.8167,1.6402,0.4822,1.1947,0.8298,1.3859,0.5266,0.6112,0.5037,1.8885,0.7234,0.4753,0.9957,0.6752
TAG56:7-FA18:3,1.6472,0.4925,1.1878,2.4152,1.4212,1.5111,2.0133,1.5297,3.0976,1.2794,0.6146,2.9463,2.1221,0.5858,3.2099,0.8905,0.5469,1.1172,1.2952,0.7069,1.1306,0.6009,1.4731,0.5258,1.8505,0.4981,0.735,0.5714,1.3759,0.6925,0.6332,1.2696,0.7259
TAG56:7-FA20:3,2.255,0.915,3.5693,2.7622,0.9272,2.6314,2.5034,1.2024,1.6539,1.0588,1.7999,2.3068,0.9724,0.5218,2.1879,0.6031,1.0847,2.1039,2.3985,1.8281,3.2003,0.7166,3.1738,0.9826,1.1657,0.6085,0.5727,0.6264,1.4636,0.7741,0.6564,1.0183,1.0463
TAG56:7-FA20:5,3.1081,1.1389,8.7942,1.5204,0.5376,3.9451,2.5796,3.1184,2.2321,1.149,0.5392,2.4117,1.5718,0.8148,6.0871,0.7736,2.1854,0.8795,0.7438,0.6452,2.7461,0.733,2.5456,1.031,0.8915,0.7826,0.259,0.736,0.8118,2.9453,0.6789,7.3007,1.4248
TAG56:7-FA22:4,3.8152,0.6033,1.8679,2.5973,0.6558,1.8367,2.5413,2.0273,8.2609,5.5567,1.9443,3.8134,1.3077,0.5536,2.8732,0.8548,1.0883,0.6492,0.3181,0.9121,1.6348,0.2904,2.3788,0.878,1.4553,0.4451,0.3658,0.2311,0.4554,0.7883,0.7871,0.9668,2.6608
TAG56:7-FA22:5,2.7076,0.7665,1.9774,1.2459,1.1745,2.204,2.5532,1.642,4.4486,3.0274,0.8468,2.9106,1.412,0.808,3.9505,0.7092,1.5429,0.9088,0.6377,1.0072,2.177,0.5661,1.8162,1.1227,1.2335,0.4643,0.5806,0.5628,1.3474,0.7001,0.6468,2.713,1.5484
TAG56:8-FA16:0,1.6082,1.1432,1.6525,2.4858,1.0515,2.5038,1.0402,1.1993,1.9792,1.015,0.4868,3.2704,1.2027,0.4546,2.4463,0.5934,0.9227,1.2995,1.1749,0.8071,1.3488,0.5143,1.5637,0.804,1.2645,0.7388,0.4896,0.8118,1.6655,1.0165,0.4956,4.4726,0.7358
TAG56:8-FA18:2,1.9031,0.6801,2.921,1.9157,0.6345,1.6985,1.9173,1.556,1.7727,2.2078,0.3981,2.9173,1.9392,0.6129,2.1131,0.5739,1.5382,1.0125,0.7823,0.5808,1.9915,0.6299,2.0277,0.7842,1.4242,0.699,0.5974,0.4888,1.2327,0.722,0.5704,2.3922,0.8004
TAG56:8-FA18:3,1.9676,1.1097,1.5324,9.1247,0.9433,1.4757,1.8342,1.7207,2.437,1.7612,0.8254,5.1216,1.6185,0.6658,1.9133,1.0517,0.8903,1.1777,0.6895,0.5106,1.6185,0.5761,1.2195,0.962,2.4963,0.7232,1.0468,0.7899,1.0,0.9613,0.7219,1.5854,0.9645
TAG56:8-FA22:5,2.934,0.8028,1.2766,11.2403,0.764,1.6033,1.3047,1.9221,5.7231,3.5649,0.9906,6.6252,1.5307,0.7754,2.8282,0.5646,1.2134,0.8651,0.4592,0.7397,1.5717,0.3899,1.5235,0.9013,3.8426,0.4095,0.4444,0.3912,0.7969,0.9775,0.7017,2.4714,1.9571
TAG56:8-FA22:6,1.598,0.8155,1.29,5.7902,0.9336,1.8905,1.445,1.502,3.3499,3.2564,0.6833,4.6158,1.183,0.6773,2.57,0.6399,1.1885,1.7437,0.8902,0.7923,1.805,0.4677,2.0318,0.8177,2.5765,0.392,0.4018,0.44,1.9208,0.921,0.5086,3.6374,1.1467
TAG56:9-FA18:3,2.113,0.7346,1.8864,4.4567,0.7215,1.3174,1.5194,1.1602,2.9886,1.9821,0.6916,3.046,1.4316,1.104,1.9056,0.6432,0.9498,1.1608,0.6013,0.5977,1.0759,0.4626,1.0598,1.0598,2.1154,0.7077,0.688,0.9056,1.0669,0.7735,0.6145,1.1859,0.8446
TAG56:9-FA20:4,1.8341,0.5142,7.767,0.3057,0.6349,2.4705,0.9659,1.2391,2.192,1.7854,2.8169,2.5418,1.3238,0.5115,1.1935,0.4923,1.0,1.0839,0.4923,0.9946,1.0061,1.6893,1.2724,0.8184,2.9379,1.0877,0.8981,0.3567,0.9732,1.0801,0.8383,1.1134,3.7494
TAG56:9-FA22:6,1.8353,0.8277,1.9132,13.0333,0.612,1.945,1.3672,1.165,3.4397,2.7382,0.9905,7.154,1.8087,0.5099,2.246,0.7415,1.0593,3.0467,0.6923,0.8136,1.4167,0.4342,1.5127,0.5851,5.0761,0.4812,0.4189,0.4424,0.956,1.1674,0.4586,3.3428,1.3116
TAG57:3-FA18:2,2.0441,0.4756,2.6334,1.4695,1.1932,1.8901,1.078,1.2264,3.4508,2.0543,0.4985,3.0312,1.3568,0.632,3.6506,0.686,0.9931,1.2186,0.9119,0.8623,1.3811,0.4921,1.0865,0.6683,1.2579,0.3964,0.5606,0.4514,1.5871,0.6198,0.6774,6.4215,1.0207
TAG57:8-FA22:6,1.3633,1.0208,1.0764,2.0553,0.936,1.0657,0.8514,0.8602,1.2615,1.2085,1.0506,1.3489,1.328,0.7743,1.1357,0.9188,1.0828,1.2485,0.8483,0.8652,1.1127,0.7737,1.2002,0.9312,1.0999,0.9594,0.9206,1.0413,0.8921,0.9788,1.0666,1.2977,1.0423
TAG58:10-FA18:2,1.9155,0.5342,2.7957,1.6162,1.0808,2.0301,1.1328,1.0871,2.7906,2.0134,0.5539,3.1745,1.2333,0.4007,3.8995,0.7747,1.2223,1.0607,0.9789,1.0347,1.5724,0.3673,1.2162,0.7257,1.4942,0.4165,0.5532,0.4888,1.7498,0.5214,0.668,5.2786,1.0408
TAG58:10-FA22:5,1.8822,0.5843,2.3101,3.3227,0.9823,2.2061,0.8927,1.7476,3.8961,1.6841,0.9222,2.4914,1.1788,0.8519,2.5587,0.6554,1.0896,1.3908,0.5541,0.5974,1.3664,0.4952,1.2516,0.9731,2.0736,0.7219,0.6483,0.6092,1.7964,0.7026,0.7791,4.5869,1.0938
TAG58:10-FA22:6,1.0054,1.1805,1.7755,2.1381,1.054,1.8857,1.3084,1.2827,3.309,1.3042,0.5802,3.5628,0.9757,0.7266,1.8715,0.7419,0.7153,2.8055,0.8414,0.8838,1.5874,0.5901,1.2372,0.7229,1.0008,0.6537,0.6859,0.4864,2.3984,0.6466,0.7594,5.9942,0.839
TAG58:6-FA16:0,1.507,1.7342,3.2207,13.3144,0.4667,1.9028,0.6808,1.7115,1.4177,1.8761,0.616,7.4952,2.1953,0.6852,2.1931,0.75,1.2955,1.7601,0.6125,0.8406,2.4921,0.7596,1.5433,0.8384,6.4181,1.0517,0.6143,0.7032,0.6594,1.5101,0.6983,1.1497,0.6095
TAG58:6-FA20:4,1.6881,0.446,8.1952,6.3563,0.7659,1.4897,1.096,1.1643,1.3429,1.5548,0.8984,6.054,1.1032,0.7944,1.7714,0.6238,1.281,1.8246,0.6325,0.6254,1.3381,0.6484,1.2095,0.6492,5.1984,0.7675,0.5206,0.446,0.8032,1.0603,0.6032,1.2817,1.2063
TAG58:6-FA22:5,2.2514,1.0499,2.6777,3.3639,0.6789,2.631,1.1668,2.1623,2.1992,1.3566,0.6781,4.323,1.0199,0.6164,2.8679,0.595,0.8511,1.7061,0.5903,0.5967,1.668,0.4601,1.3703,0.7475,1.9345,0.6078,0.5693,0.5993,1.1347,0.9814,0.6224,2.7826,1.0336
TAG58:7-FA16:0,1.343,4.9875,1.6858,2.1582,0.5176,2.8279,0.4724,2.9704,1.1814,1.0506,0.4912,2.5097,1.7436,0.448,2.3571,0.7317,1.0161,1.4684,0.4722,1.0506,7.4622,0.7252,1.3547,1.1384,1.0756,0.8313,0.4435,0.5687,0.7176,0.6615,0.8781,2.2169,0.8677
TAG58:7-FA18:0,2.9328,1.9619,2.45,0.8713,0.773,6.7622,1.0415,3.5614,0.8248,1.2253,0.3471,1.325,3.9281,0.4182,3.6674,0.6671,1.0625,1.6629,0.2898,0.3826,1.054,0.6037,2.1836,0.7392,0.8799,1.3334,0.2493,0.8334,0.8973,1.008,1.7261,1.5544,0.8319
TAG58:7-FA18:2,2.1944,0.8566,3.2135,4.4729,0.7764,1.4313,1.2913,1.584,1.7885,1.5559,0.7188,3.3365,1.4924,0.8656,2.3399,0.8337,1.2983,1.6455,0.7003,0.8122,3.1719,0.676,1.4292,1.0271,2.524,0.8069,0.8792,0.7792,1.3101,0.7309,0.8538,1.6753,1.1201
TAG58:7-FA20:4,1.3907,1.1427,10.0184,7.5109,0.5358,1.5048,1.2063,1.3486,1.1734,2.1508,0.7593,4.1424,1.0417,0.7072,1.8217,0.623,0.76,2.3873,0.7845,0.7164,2.3483,0.7555,1.3088,1.1022,4.2005,1.0417,0.5006,0.5006,1.0004,0.9147,0.9996,1.8783,1.1734
TAG58:7-FA22:4,2.5352,0.9836,5.4531,4.4754,0.7604,1.7636,2.2177,1.0783,2.684,1.5146,0.8602,5.5076,1.3567,0.6117,2.2605,0.8465,1.3069,1.5525,0.7097,0.7584,3.8305,0.3765,2.76,0.9927,2.6931,0.6337,0.4978,0.4297,1.3156,0.9499,0.534,3.9622,1.385
TAG58:7-FA22:5,1.4996,0.64,4.7415,3.4322,0.8143,2.6264,1.8526,0.806,2.3681,1.37,0.8963,2.9413,0.9475,0.4631,1.4721,0.5427,0.9049,1.2348,0.743,0.9602,1.7171,0.553,1.3324,0.6397,1.4014,0.6471,0.5143,0.7747,1.8464,0.8525,0.5421,6.1826,0.6471
TAG58:7-FA22:6,2.6001,1.331,2.2355,4.9593,0.7033,2.2326,1.5882,1.729,1.6187,1.597,0.6419,4.2435,1.1351,0.6862,2.0192,0.8561,0.9434,6.3654,0.5145,0.6436,1.8321,0.5362,1.8889,0.7601,1.7791,0.7058,0.5258,0.7275,0.961,1.2278,0.8068,3.4112,0.7693
TAG58:8-FA20:4,1.6037,0.9486,6.7259,10.2104,0.4447,1.5145,0.9159,1.0201,1.428,1.6684,0.8812,5.0392,1.1216,0.8383,1.3388,0.5352,1.208,1.9299,1.0507,0.5741,1.3286,0.777,1.0909,0.7171,4.6074,1.0351,0.5877,0.8008,0.7954,1.6261,0.8056,0.4106,1.5615
TAG58:8-FA22:5,1.563,0.6388,3.2663,4.2823,0.9141,2.4569,1.8223,0.9172,2.7219,1.1151,0.611,3.9194,0.7095,0.7696,1.879,0.4151,0.7979,1.4193,0.6573,1.0056,2.0261,0.5779,1.4182,0.5908,1.5824,0.5953,0.4841,0.7763,2.0716,0.819,0.7395,7.6343,0.7258
TAG58:8-FA22:6,1.4535,0.8832,3.8701,9.4877,0.7283,2.2711,1.7378,0.8835,2.2443,1.2317,0.6063,6.1179,0.9358,0.5417,2.3262,0.5631,0.9695,2.2657,0.6269,0.7696,1.2276,0.5828,1.5706,0.5297,2.9552,0.4419,0.3964,0.8717,1.2123,1.1272,0.401,8.6017,0.593
TAG58:9-FA22:5,1.7182,0.9189,3.1487,6.0892,1.1715,1.8772,1.3676,1.3816,3.2528,1.3126,0.6522,3.6397,0.7928,0.5229,2.8727,0.6558,0.8612,1.1248,0.8996,1.0172,2.1197,0.6269,0.8337,0.6404,1.805,0.5871,0.5893,0.6709,2.6788,0.8985,0.7892,5.7586,1.0836
TAG58:9-FA22:6,1.3651,0.6893,3.9263,2.8349,0.8913,2.299,1.623,0.9704,3.1477,1.4949,0.5156,5.3289,0.9298,0.5141,2.1114,0.6901,0.7912,3.7572,0.7779,0.8674,1.6674,0.5025,1.9294,0.4671,0.9634,0.5243,0.588,0.5341,2.4232,0.5674,0.4712,10.2274,0.7905
TAG60:10-FA22:6,1.834,0.9363,3.2003,6.3952,0.6615,1.4628,1.103,1.0513,1.6449,1.5963,0.6739,2.7055,1.5114,0.5473,1.3948,0.9919,1.1501,4.0124,0.4292,0.5959,1.6395,0.7086,1.604,0.8352,2.836,0.8823,0.616,0.7518,0.9819,0.4292,0.6677,2.0324,0.7997
TAG60:11-FA22:5,2.0495,1.5455,3.0615,11.0288,0.8427,1.6462,1.3554,1.8131,2.1174,1.766,0.8267,5.3986,1.3123,0.9329,1.6126,0.6829,1.6965,1.9529,0.5455,0.7572,2.2843,0.5847,1.7252,1.1102,3.3626,0.9073,0.9944,0.3946,1.4281,1.4864,0.6502,1.7883,1.1925
TAG60:11-FA22:6,1.8241,1.0324,2.2531,11.7311,0.8423,1.4971,1.0274,1.2913,1.8257,1.4747,0.9261,5.0905,1.7643,0.8772,0.4523,0.7859,1.3577,3.9618,0.5469,0.8423,1.7909,0.644,1.1494,1.034,4.6788,0.8963,0.7079,0.7212,0.9087,0.4523,0.6066,1.7228,1.195
TAG60:12-FA22:6,1.7845,1.1134,2.6435,5.5379,0.5578,1.8901,1.4082,1.2771,1.4784,1.6648,0.6421,3.9922,1.2544,0.9461,1.5443,0.4203,1.0709,3.91,0.8483,0.5585,1.9851,0.5634,1.3863,0.7427,1.876,0.6889,1.1106,1.0262,1.0744,1.1474,1.1028,1.4954,0.9447
