# Gene Family	3003B	3004B	3005B	3007B	3008B	3009B	3012B	3013B	3014B	3016B	3020B	3021B	3022B	3023B	3025B	3026B	3027B	3028B	3029B	3030B	3031B	3032B	3033B	3036B	3037B	3039B	3042B	3043B	3044B	3046B	3047B	3048B	3049B
1.1.1.41	28.08	8.466	0	0	10.684	0	41.112	0	0	14.747	0	51.354	0	5.276	0	0	0	0	46.126	0	70.757	0	13.73	0	0	17.947	53.154	16.741	0	0	20.968	0	0
1.1.1.411	0	0	0	0	0	0	0	13.603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276.979
1.1.1.414	0	15.519	0	0	0	0	0	0	0	0	0	0	0	2.747	0	0	0	0	0	3.066	0	0	0	0	0	0	0	0	0	0	0	3.889	41.777
1.1.1.42	3781.49	5902.783	2991.686	1959.848	1816.962	245.54	2227.572	4520.18	6010.787	2064.597	2577.066	4695.54	3584.899	4451.49	974.81	2569.206	3243.724	5183.773	3015.206	1849.385	4538.631	2231.556	2966.129	3108.678	163.096	3137.572	3744.519	5291.889	2035.272	1295.487	2465.724	3952.92	12177.665
1.1.1.44	1362.59	1215.911	1628.374	2014.189	457.796	81.103	1737.772	1288.445	409.494	1018.163	708.396	1875.658	1415.056	2012.247	64.897	703.869	239.11	1250.656	274.856	643.22	2629.242	820.491	1301.928	339.578	71.459	499.059	2192.84	2580.864	477.94	2049.458	790.474	2007.578	3368.217
1.1.1.47	99.189	147.109	220.211	11.476	97.188	0	27.969	29.071	198.016	20.892	57.984	55.672	111.245	217.014	32.921	20.048	178.225	32.323	80.653	9.011	130.952	69.301	24.396	86.11	0	126.88	14.035	180.562	285.034	14.934	113.397	207.627	555.912
1.1.1.49	795.25	1047.844	387.175	991.396	143.461	195.954	1555.494	1318.112	472.874	901.068	548.495	1386.763	843.849	1832.288	53.922	606.718	158.196	542.866	132.479	575.89	1299.833	410.041	995.551	121.075	121.45	412.268	1342.949	1055.999	420.876	1968.099	668.503	837.89	4174.248
1.1.1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.50	41.97	19.869	43.262	18.766	0	0	98.587	6.67	0	47.843	216.257	8.071	0	149.304	0	28.051	0	9.444	62.612	108.723	44.228	12.141	9.472	38.163	0	10.838	20.25	28.113	0	0	0	5.407	8.112
1.1.1.51	6.491	249.033	0	110.655	0	0	33.187	113.854	17.349	0	54.182	0	56.36	0	0	156.732	0	19	0	14.907	88.322	89.21	225.856	0	0	0	0	49.577	0	10.666	0	33.008	1262.55
1.1.1.52	54.41	0	14.145	0	12.423	0	0	0	0	0	0	12.389	0	0	0	0	0	0	29.663	0	0	0	26.517	0	0	26.365	0	16.643	29.03	0	10.759	0	6.042
1.1.1.53	36.667	0	41.622	0	0	0	0	0	19.05	36.762	320.562	0	0	92.606	0	9.6	0	25.578	75.032	20.796	0	11.15	4.76	0	0	33.636	8.021	0	0	0	0	6.413	0
1.1.1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.057	0	0	0	0	0	0
1.1.1.57	127.463	925.926	66.19	276.78	38.712	0	381.506	299.13	59.159	203.09	443.784	1472.269	195.384	526.117	13.519	68.503	29.553	114.992	170.691	201.282	456.085	133.968	305.899	8.161	0	312.49	145.577	439.023	65.658	55.832	304.064	149.045	3177.676
1.1.1.58	1392.39	1384.458	615.19	1430.748	208.228	362.003	1514.796	560.613	467.064	978.036	813.504	2581.327	683.941	1917.38	317.944	771.159	471.811	697.562	240.63	674.453	1261.818	813.946	1288.487	936.991	50.574	916.457	672.465	2071.884	928.334	1042.98	1220.87	925.862	3143.93
1.1.1.6	791	2668.665	1290.602	95.25	807.897	109.168	144.432	695.011	3462.358	255.672	808.98	1259.253	1209.433	208.321	365.038	425.144	1427.511	1077.797	632.259	379.556	926.039	642.286	439.748	1209.315	19.662	738.909	1342.697	1601.725	421.839	20.026	1295.549	2095.539	9168.321
1.1.1.60	675.833	1968.653	484.342	39.314	460.235	398.871	30.91	864.982	1153.205	148.381	492.208	1292.38	756.87	139.659	313.156	132.995	1136.134	532.642	573.846	272.138	394.779	403.296	158.62	827.378	0	246.185	594.175	479.129	414.662	46.289	608.681	792.322	12676.339
1.1.1.61	0	0	0	55.384	0	0	9.137	23.495	0	0	0	286.588	0	13.192	0	9.185	0	0	0	0	90.687	0	26.463	0	0	7.066	8.164	0	0	0	365.351	0	29.417
1.1.1.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.64	0	0	0	9.155	39.389	0	0	215.931	261.393	0	39.445	112.015	52.105	0	0	10.538	0	234.526	16.857	15.23	503.742	96.445	28.947	0	0	0	79.588	312.626	0	0	0	247.16	53.204
1.1.1.65	0	0	0	0	0	0	0	70.57	0	0	37.327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9	396.274
1.1.1.67	68.094	556.675	15.437	193.19	0	0	177.221	307.378	47.981	109.525	288.07	771.433	212.917	415.251	3.889	20.407	33.179	0	8.495	186.912	97.403	20.291	242.802	0	0	106.562	62.641	134.093	0	29.28	232.813	106.324	3297.115
1.1.1.69	1517.672	2070.083	390.87	327.954	354.233	339.152	705.021	616.377	1099.345	518.383	488.371	2534.359	227.796	763.816	318.68	494.415	466.619	1046.428	477.509	313.275	793.566	457.303	367.46	481.017	55.567	830.424	470.316	896.833	1120.91	148.094	786.237	945.997	1424.795
1.1.1.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.77	2503.099	3208.082	1347.057	1575.727	1058.907	455.749	1710.722	1567.68	3080.743	935.779	1175.241	2737.426	2237.045	1559.664	629.136	1110.427	1493.669	3308.838	993.015	810.841	3695.771	1104.227	1415.057	1310.021	54.092	1589.822	2893.628	2870.691	1448.128	1758.67	1009.271	2601.239	4185.049
1.1.1.79	359.547	801.416	82.13	30.947	129.241	0	32.657	956.982	954.126	80.924	437.791	636.447	190.059	109.636	47.767	132.672	467.834	453.544	98.448	38.428	353.399	201.9	174.174	133.919	5.006	167.683	452.116	408.178	401.908	32.191	222.814	565.279	11726.29
1.1.1.8	0	668.546	0	9.556	0	0	0	228.588	34.875	16.431	114.048	0	15.631	1.12	0	0	45.141	0	0	2.044	0	7.462	0	0	0	0	0	0	0	0	0	86.963	2851.531
1.1.1.80	0	0	0	0	0	0	0	3.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9	0	0	0	0	0	0	0	0	0	0
1.1.1.81	308.433	100.916	1.488	1.115	17.538	75.917	47.325	147.871	66.087	22.025	35.99	274.89	62.302	58.485	18.797	74.877	32.062	198.943	109.625	5.507	95.63	71.026	116.185	12.96	41.56	158.401	174.17	218.372	390.898	20.123	154.219	67.049	557.258
1.1.1.83	0	149.093	0	0	0	83.756	0	0	11.643	0	57.037	11.328	14.741	12.963	0	0	10.091	0	0	14.569	0	0	0	0	13.678	0	4.09	0	0	6.192	0	32.309	351.776
1.1.1.85	5636.364	5928.1	2957.021	2826.865	2014.59	707.089	3622.927	4453.057	6050.659	2086.612	3560.258	5492.411	4526.495	3841.949	1120.457	3491.484	3952.539	5715.512	4591.597	2262.984	5448.71	3098.078	4407.585	4619.381	250.987	4094.841	4067.961	6627.955	3265.922	2559.131	3211.156	4210.262	6234.574
1.1.1.86	7685.487	7988.96	3305.999	3447.555	2460.141	870.75	3437.61	6449.111	7091.755	2770.371	3550.892	6524.674	5877.117	5172.018	1364.653	3886.459	4732.976	6806.328	4401.781	2710.753	6600.167	5995.169	5058.511	6124.095	285.097	4459.608	7285.647	9489.436	4115.373	2800.59	3030.614	5987.718	8570.538
1.1.1.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.213	0	0
1.1.1.88	109.358	184.586	24.067	6.881	8.021	6.915	8.615	43.821	46.193	0	0	128.487	43.619	0	0	10.576	0	43.348	60.455	0	80.608	22.845	73.148	44.636	0	14.922	106.156	85.495	226.999	0	214.617	60.345	36.654
1.1.1.9	0	0	0	0	0	0	0	113.997	100.706	0	0	0	0	0	0	0	0	0	0	0	0	0	10.115	0	0	0	69.977	0	0	0	5.829	0	2377.019
1.1.1.90	23.999	19.583	0	0	6.579	0	0	0	0	0	0	18.179	0	0	0	0	0	0	13.983	0	0	0	0	6.579	0	5.573	10.056	0	12.094	0	0	13.069	0
1.1.1.91	8.729	293.754	0	0	0	0	0	7.015	0	0	0	16.297	0	0	0	0	0	0	13.71	0	0	0	0	0	0	0	0	0	0	0	0	69.701	0
1.1.1.93	0	19.167	0	0	0	83.756	20.329	0	11.643	0	8.491	0	6.885	0	5.103	0	0	0	0	11.936	0	8.539	28.948	0	13.678	86.849	20.17	0	942.252	0	0	22.015	0
1.1.1.94	5663.128	6292.745	3798.438	3365.577	2420.709	1153.706	3484.934	4452.838	6753.374	3120.341	3096.311	6400.262	5238.198	3830.463	7976.562	4331.327	3879.498	6400.199	4381.02	2455.373	5644.702	3867.266	4505.593	4920.384	2015.757	5248.806	5662.445	7234.332	3557.185	2755.147	2972.616	5385.111	5488.34
1.1.1.95	1584.041	2257.99	1614.301	2020.384	1003.366	187.191	1763.204	1920.089	2903.274	1538.568	1301.32	3523.57	1915.209	2244.933	469.227	1235.236	2768.361	1974.988	1012.305	922.707	2667.659	3792.758	2172.492	2415.043	156.353	1395.031	2485.188	2938.103	692.816	2501.275	1535.996	3306.942	6315.228
1.1.2.3	288.289	964.638	94.721	6.803	133.655	0	17.373	308.899	372.501	34.094	126.213	135.388	129.554	22.715	82.22	40.602	276.214	46.626	455.119	72.955	125.085	37.623	47.432	298.558	0	135.869	227.823	152.462	118.454	16.963	37.035	286.116	3497.118
1.1.2.4	0	0	0	0	0	66.304	0	0	17.09	0	0	0	0	0	0	0	0	0	0	0	0	0	13.369	0	33.466	0	0	0	0	0	0	0	0
1.1.2.7	0	4.167	0	0	0	185.879	0	0	4.462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.463	0	0	0	0	0	0	0	0
1.1.3.15	1376.962	1699.401	607.167	93.943	1003.111	51.592	125.251	518.312	5015.785	151.244	190.805	1552.589	905.166	74.527	322.871	431.382	3149.977	1419.801	825.689	219.018	779.358	535.309	437.574	1071.962	7.744	934.164	1402.898	1880.265	209.515	12.064	413.385	2111.112	2198.189
1.1.3.21	37.884	90.166	0	0	0	0	0	0	13.482	0	0	9.507	0	0	0	0	23.607	0	6.751	0	0	0	0	0	0	0	25.287	4.63	0	0	0	7.711	6.751
1.1.5.12	101.883	50.548	0	0	0	0	0	56.008	2.401	0	4.231	0	13.662	0	0	8.455	14.237	0	0	0.837	0	0	0	0	0	0	0	7.802	0	0	0	1.995	767.078
1.1.5.2	0	652.376	0	0	0	0	0	275.155	10.701	4.845	141.571	29.07	64.035	8.333	0	0	10.016	0	0	38.081	0	0	0	5.11	5.587	0	11.453	0	0	8.802	0	112.018	3820.255
1.1.5.3	150.867	1993.45	94.974	460.497	18.456	51.968	658.186	1110.536	109.295	243.93	759.374	86.518	379.607	337.61	42.881	81.972	81.443	68.091	123.155	161.026	197.968	141.136	50.014	150.828	23.019	214.186	191.108	73.434	175.314	1123.522	224.465	564.754	13875.888
1.1.5.4	6.41	552.412	0	9.279	0	88.344	0	552.641	29.648	10.336	208.884	20.141	58.555	0	0	6.202	45.866	0	0	19.465	0	0	0	0	29.13	0	42.584	0	0	14.034	0	37.632	4859.189
1.1.5.8	0	0	0	0	0	0	0	0	0	0	0	11.464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.548	0	0	0	0	0	0
1.1.98.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.98.6	0	6.035	0	0	0	0	0	104.554	0	0	69.176	8.002	0	41.822	0	4.658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1471.751
1.1.99.1	8.999	456.486	5.319	7.391	0	0	0	276.893	9.012	6.358	137.901	12.705	0	30.061	0	15.268	23.821	0	0	23.904	0	4.566	0	0	0	6.885	27.112	2.092	0	8.345	0	60.014	3885.987
1.1.99.14	0	11.91	0	0	0	0	0	14.102	2.453	0	6.459	3.711	3.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.711	0	3.205	211.328
1.1.99.2	0	15.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.28	342.01	654.243	388.131	172.893	194.486	75.294	102.752	319.393	637.256	136.617	70.815	167.541	256.256	293.212	203.57	132.17	442.379	344.983	155.153	115.974	613.96	245.387	102.399	307.138	0	332.011	446.801	203.354	97.592	99.923	143.059	534.58	291.239
1.1.99.3	0	0	0	0	0	43.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.366	0	20.971	0	0	0	0	0	0
1.1.99.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.345	0	0	0	0	6.629	0	0	0	0
1.1.99.33	0	0	0	0	0	0	0	203.389	0	222.246	134.276	0	57.766	0	0	0	344.818	0	0	0	0	1898.303	0	915.987	0	0	0	0	0	0	0	0	0
1.1.99.38	0	0	0	0	0	0	0	9.741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10.2.2	0	0	0	0	0	136.895	0	0	0	0	0	0	0	0	0	0	0	0	5.107	0	0	0	0	0	64.441	0	0	0	4.02	0	0	0	9.715
1.10.3.10	505.832	123.856	28.589	1014.543	0	0	379.935	534.28	45.814	228.61	148.555	276.839	645.552	322.783	8.865	44.22	0	0	41.791	78.939	126.754	149.315	588.752	0	0	69.527	37.011	795.822	34.241	1378.929	65.157	45.564	23.171
1.10.3.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.899	0	0	0	0	0
1.10.3.9	14.434	0	0	9.878	2.944	0	0	0	0	0	0	0	0	0	0	0	0	0	230.451	0	0	0	0	0	0	0	0	0	0	0	0	40.24	0
1.10.9.1	102.664	5.42	21.039	6.38	0	0	0	5.405	33.754	0	67.875	9.973	11.152	38.119	0	0	32.026	7.715	8.782	0	137.24	20.702	0	13.619	0	9.261	26.2	7.222	0	2.737	7.695	13.022	97.385
1.11.1.1	3596.363	7590.72	2616.723	2583.693	4144.364	124.009	2633.518	1541.147	8130.361	2649.596	11363.132	4987.513	4233.711	3588.145	1052.677	1980.916	5179.465	5830.46	2006.27	3697.082	4442.658	2352.799	3692.258	2718.039	196.406	3340.552	4201.092	5322.412	1483.798	2728.625	6673.105	2845.721	7061.499
1.11.1.10	134.545	79.127	55.39	0	0	0	42.823	0	58.238	6.202	94.783	0	21.568	360.551	0	9.977	12.258	8.764	25.197	162.377	80.21	36.756	26.46	53.176	0	9.781	23.21	12.432	0	0	32.221	0	186.378
1.11.1.15	4632.241	4675.074	3623.499	8087.801	956.509	100.428	7335.345	7781.525	3624.337	6474.254	3320.791	7508.282	5514.698	9863.54	719.999	4312.206	3959.199	1580.02	1872.9	4507.217	5867.993	3334.549	5389.764	1754.787	427.468	2924.201	4532.605	7184.401	1376.465	8718.148	3229.6	3527.329	17127.77
1.11.1.18	60.649	5.491	27.225	159.489	0	0	175.59	12.29	20.639	61.559	82.611	555.987	53.816	351.101	0	36.643	9.539	8.937	54.898	173.827	0	43.255	224.909	25.933	0	41.536	54.266	144.125	0	37.517	217.181	11.223	0
1.11.1.21	0	1011.462	7.634	12.266	0	0	0	442.514	24.534	6.22	233.769	39.669	204.305	0	0	0	16.914	0	0	38.778	21.415	9.329	0	5.291	0	0	37.856	0	0	7.634	0	190.413	8867.782
1.11.1.5	19.718	287.846	24.193	103.355	0	17.435	32.361	258.74	21.002	101.478	128.345	24.325	91.333	161.022	0	29.797	30.021	0	0	34.251	5.491	13.739	11.272	21.207	11.386	6.471	8.11	4.167	0	46.269	0	104.84	3112.344
1.11.1.6	884.679	1425.216	335.217	690.117	242.668	436.943	736.552	3390.26	2071.593	766.152	446.951	1522.654	901.722	1038.019	327.087	935.911	1557.503	2637.335	3988.756	668.532	831.074	802.579	1793.84	1076.179	195.424	587.414	597.643	1267.86	313.413	1636.056	948.78	772.091	7888.997
1.11.1.7	17.361	7.556	0	0	0	55.368	0	0	0	0	0	0	6.708	0	0	0	0	0	17.234	0	0	0	0	6.074	29.924	3.869	0	0	0	0	0	0	5.868
1.11.1.9	43.837	66.632	0	3.992	0	0	0	54.023	0	0	34.176	0	9.761	9.908	6.952	6.036	11.767	0	0	14.74	0	0	0	0	0	0	0	0	0	0	0	12.213	570.818
1.11.2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11.2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12.1.2	5.842	0	0	0	0	0	0	15.352	0	77	9.673	0	19.274	0	0	24.212	0	61.392	0	0	0	5.653	15.643	0	0	16.938	0	0	56.071	0	93.741	13.253	0
1.12.1.3	0	18.983	0	15.692	5.443	0	14.34	37.232	0	0	0	8.687	5.684	0	0	0	0	0	0	0	5.797	21.048	26.735	0	0	0	0	0	0	20.361	104.853	0	8.258
1.12.2.1	56.953	11.094	22.257	5.891	13.108	0	0	0	0	0	0	27.203	0	0	0	0	0	0	43.856	0	0	0	19.687	0	0	28.852	0	24.131	16.326	0	0	12.464	7.807
1.12.5.1	61.575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.456	0	0	0	0	18.031	0	0	0	0	41.199	0	0	0	0	12.346	0
1.12.7.2	1760.02	1928.982	1243.402	1535.804	1174.404	101.58	1552.112	1054.814	3837.769	651.019	842.768	2162.357	1688.694	2810.683	510.749	740.859	2728.855	1677.404	598.165	868.245	1483.747	942.3	1160.189	1438.845	34.555	1663.161	1738.803	2604.835	1222.49	1159.543	1820.297	2616.524	1242.211
1.12.98.2	0	0	0	0	0	0	0	249.757	0	220.588	160.443	0	52.857	0	0	0	231.629	0	0	0	0	2238.257	0	1204.011	0	0	0	0	0	0	0	0	0
1.12.99.6	209.19	1649.552	63.235	138.906	0	0	29.628	1005.76	105.26	65.056	629.419	45.221	263.223	228.9	4.132	27.665	76.787	12.123	34.372	63.164	49.949	47.62	52.828	15.632	0	30.147	45.886	19.402	19.778	70.982	4.566	264.095	14880.108
1.13.11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.15	37.675	214.671	0	0	5.818	0	0	0	0	0	0	10.114	0	0	0	0	23.946	0	0	28.719	4.779	35.525	0	0	0	0	50.448	0	0	0	0	36.2	0
1.13.11.16	0	376.518	0	0	0	0	0	25.025	0	0	0	7.173	31.25	0	0	0	22.132	0	0	8.023	0	0	0	0	0	0	7.752	0	0	2.23	0	39.909	5.9
1.13.11.2	0	52.632	0	0	0	0	0	0	0	0	0	0	10.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.493	0	0
1.13.11.24	186.502	738.717	216.261	588.64	0	0	619.324	1363.784	159.99	165.195	192.622	201.704	592.567	1259.57	22.817	370.061	158.557	55.809	8.888	213.386	294.307	251.03	1195.067	25.843	14.06	114.29	204.043	180.887	10.93	813.78	449.065	122.407	3571.2
1.13.11.27	0	0	0	10.185	0	0	22.784	9.064	0	0	0	197.383	45.288	18.287	0	17.994	0	31.871	0	0	25.7	0	10.713	0	0	0	32.736	8.33	0	0	191.322	5.025	130.447
1.13.11.29	0	0	0	0	0	0	0	65.779	0	0	0	0	11.958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1696.477
1.13.11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.059	0	0	0	0	0	0
1.13.11.4	0	0	0	0	0	0	0	0	0	0	0	0	21.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.53	0	0	0	0	0	0	0	0	0	0	0	7.367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.54	0	0	0	0	0	0	0	0	0	0	0	7.367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.6	0	0	0	0	0	22.584	0	20.202	0	0	9.981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.63	0	0	0	0	0	0	0	0	4.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.246	0	0	0	0	0	0
1.13.11.74	0	0	0	0	0	0	0	14.927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.19	0	0
1.13.11.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.19	0	0
1.13.11.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.456	0	0	0	0	0	0
1.13.12.16	2139.248	3501.422	1550.724	1829.809	1431.37	127.615	1039.696	622.612	2617.939	829.307	1353.6	1388.011	2612.067	1561.744	519.244	1280.255	1323.914	3385.069	1162.348	817.413	2119.912	1065.659	1210.854	2091.271	109.238	1860.022	1505.033	2997.947	2070.025	715.051	1044.211	2094.984	1128.981
1.13.12.4	13.587	73.546	0	0	0	5.518	0	31.24	0	0	0	0	0	0	0	0	0	0	5.563	0	0	0	0	0	0	0	5.435	9.759	0	0	0	10.99	0
1.14.11.17	13.13	346.462	0	0	0	0	0	159.489	30.267	6.273	101.449	5.869	9.85	0	0	0	0	0	0	11.2	0	0	0	10.828	0	0	4.525	5.076	0	0	0	74.236	1882.258
1.14.11.33	0	0	0	0	0	0	0	8.174	0	0	34.725	0	0	0	0	0	0	0	0	0	7.766	0	0	0	0	0	0	0	0	0	0	0	51.863
1.14.11.47	0	17.444	0	0	0	0	0	7.762	0	0	0	0	1.938	0	0	0	0	0	0	1.693	0	0	0	0	0	0	0	0	0	0	0	1.934	0
1.14.11.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.1	0	42.249	0	0	0	0	0	0	0	0	0	0	10.454	2.868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.102	0
1.14.12.10	0	100.628	0	0	0	0	0	0	0	0	0	0	14.636	0	0	0	0	0	0	7.145	0	0	0	0	0	0	2.847	0	0	4.403	0	17.041	0
1.14.12.12	0	0	0	0	0	76.71	0	0	12.373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.08	0	0	0	0	0	0	0	0
1.14.12.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.17	85.086	515.333	0	0	11.522	80.78	0	298.669	47.223	2.843	125.571	7.764	63.7	0	0	0	81.933	0	0	16.918	8.696	32.635	0	0	13.333	0	99.798	3.854	0	0	15.645	96.973	3260.72
1.14.12.18	0	169.531	0	0	0	0	0	0	0	0	0	8.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.595	0
1.14.12.19	0	918.485	0	0	0	0	0	0	0	0	0	18.746	119.524	8.268	0	0	69.166	0	0	70.632	0	5.988	0	0	0	0	2.661	0	0	8.187	0	71.486	7.374
1.14.12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12	0	0	0
1.14.12.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.107	0	255.305	0	0	4.988	0	0	103.518	0	0	0	0	25.713	0	0	0	2.222	0	0	13.377	0	0	0	0	0	0	0	0	0	0	0	37.593	1128.769
1.14.13.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.127	0	757.111	0	11.229	0	0	0	85.589	0	0	0	0	52.985	6.472	0	0	17.945	0	0	14.556	0	0	0	0	0	0	6.832	0	0	9.524	0	57.529	7.887
1.14.13.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.054	0
1.14.13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.393	0	0	0	0	0	0
1.14.13.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.239	0	30.585	0	0	0	0	0	0	0	0	0	0	0	3.486	0	0	8.485	0	0	0	0	0	0	8.219	0	0	0	0	0	0	0	1.548	0
1.14.13.24	0	0	0	0	0	0	0	0	0	4.788	0	0	41.319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.697	0
1.14.13.39	0	5.102	19.23	0	5.155	0	0	0	0	5.683	30.329	10.283	5.155	0	0	0	0	0	0	16.495	15.464	3.839	0	7.548	0	3.846	0	0	7.453	0	0	0	0
1.14.13.48	25.528	39.403	0	54.803	0	0	57.993	24.621	32.976	19.57	8.765	459.779	23.869	28.419	0	25.146	0	19.671	11.214	11.043	153.787	10.142	31.453	51.226	11.334	5.677	12.211	73.071	18.556	30.38	608.588	43.345	42.371
1.14.13.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.984	0	0
1.14.13.59	0	250.925	0	0	0	0	0	106.27	0	0	0	0	44.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2830.718
1.14.13.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.548	0	0	0	0	0	0	0	7.772	0	0	0	10.425	0	0	0	0	0	0
1.14.13.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.81	116.557	123.723	90.632	7.471	55.479	197.681	0	12.215	104.13	14.594	8.972	50.601	0	1.458	44.211	4.652	41.602	79.031	4.983	34.456	20.343	57.01	46.318	79.102	43.803	32.372	3.087	17.888	142.77	0	3.185	25.471	7.372
1.14.13.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.1	0	0	0	0	0	67.41	0	0	14.272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.526	0	0	0	0	0	0	0	0
1.14.14.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
