# Gene Family	3003A	3003B	3004A	3004B	3005A	3005B	3007A	3007B	3008A	3008B	3009A	3009B	3012A	3012B	3013A	3013B	3014A	3014B	3016A	3016B	3020A	3020B	3021A	3021B	3022A	3022B	3023A	3023B	3025A	3025B	3026A	3026B	3027A	3027B	3028A	3028B	3029A	3029B	3030A	3030B	3031A	3031B	3032A	3032B	3033A	3033B	3036A	3036B	3037A	3037B	3039A	3039B	3042A	3042B	3043A	3043B	3044A	3044B	3046A	3046B	3047B	3048A	3048B	3049A	3049B
TAG49:3-FA15:0	0.913	1.2698	1.2442	0.3719	1.7606	2.6964	1.6717	0.4418	2.7196	1.8298	1.5222	0.6524	0.6586	0.5261	1.6222	0.4903	0.7992	1.6114	1.5843	0.2637	0.995	2.3379	3.0176	1.198	1.1843	0.5073	0.8371	0.4342	0.6007	0.2637	0.9673	1.337	0.3392	0.6075	0.964	1.0512	0.7562	0.5159	0.3023	0.761	1.4203	0.7912	1.1507	0.7556	1.0833	0.522	0.7081	0.7014	0.5168	0.8486	0.2713	0.676	0.7443	2.3607	0.745	0.6591	1.005	0.864	0.9881	8.1629	1.7254	1.2581	1.2347	0.8805	0.9198
TAG49:3-FA16:0	0.9658	1.0334	0.6639	0.2383	2.8303	3.2278	4.3449	0.2666	3.5473	1.4886	0.939	0.3968	0.4536	0.3064	3.9472	1.6961	1.4344	2.8016	0.7237	0.1484	0.881	0.6677	5.4153	0.7839	0.9984	0.3693	1.087	0.1523	0.258	0.1484	0.7569	0.9592	0.6847	0.7729	0.6172	0.9236	0.3633	0.2788	0.3955	1.0583	1.9834	1.0269	1.2783	1.2089	0.6032	0.3947	1.0213	0.7581	0.2965	0.8073	0.4961	1.0158	0.4019	1.7284	0.2942	0.8185	1.6664	1.0256	0.6865	1.0958	2.7442	1.8227	0.9634	1.1628	0.6193
TAG49:3-FA16:1	0.3517	0.9203	0.7667	0.2565	1.0341	1.5958	1.0193	0.5392	1.8725	1.6787	1.5574	0.3805	1.4943	0.3701	1.3144	0.7598	0.5161	0.9188	0.9671	0.1432	0.9946	3.6034	2.288	1.4401	1.0285	0.3065	0.4508	0.3717	0.2288	0.1432	2.7334	1.0811	0.6276	1.6685	0.6914	1.9145	1.6935	1.4387	0.3876	0.5004	1.128	0.9046	0.7614	0.8883	2.966	0.8573	1.0054	0.473	0.283	0.4451	0.3301	0.5858	0.3683	0.8854	0.322	0.6288	1.4225	0.7724	1.9981	1.971	1.8262	1.6307	2.0799	0.6475	0.4123
TAG49:3-FA18:2	1.0938	1.7404	0.4141	0.1815	3.293	2.354	0.9394	0.4288	3.3178	1.4027	0.7719	0.3411	0.7707	0.3012	2.4826	1.1578	1.5797	4.7772	0.684	0.1319	0.8079	3.0128	7.2151	0.7189	1.8181	0.707	1.2662	0.1319	0.3031	0.2794	1.5778	0.7811	0.5306	0.7675	0.5687	0.7698	0.5882	0.4464	0.4172	1.2715	2.3124	1.0135	1.0687	0.6757	1.1618	0.8457	0.8331	0.5331	0.3241	0.9436	0.4246	1.8221	0.5785	0.8505	0.2987	0.6664	1.3719	2.3265	0.776	0.7719	1.066	3.5703	1.7362	0.7822	0.3327
TAG49:3-FA18:3	0.8346	1.428	0.8148	0.4638	2.2115	2.6702	1.7531	0.6837	3.2337	1.7111	2.019	0.8068	0.4828	0.3868	2.1892	1.0394	1.0767	2.099	1.3999	0.3199	1.4288	0.7257	1.8375	0.8996	1.5047	0.6782	0.7557	0.3199	0.6012	0.3853	0.7736	1.6538	0.5617	0.3996	0.6402	0.9313	0.7345	0.5814	0.5351	0.817	0.6958	0.9072	1.1121	1.0091	0.7721	0.4449	0.8718	0.9182	1.1213	0.8481	0.7469	1.0369	0.6523	2.2173	0.6998	1.0044	0.9251	0.809	1.1691	2.7005	1.0519	2.3083	1.794	0.7966	0.9178
TAG50:0-FA14:0	0.5584	1.1212	2.0925	0.9119	0.4062	1.4102	1.4677	0.1425	2.3685	3.2326	4.4818	0.7181	0.9858	1.3111	6.3339	1.1997	6.6233	6.7611	2.3887	0.1425	2.282	0.3279	1.9351	1.0844	10.6515	0.1896	0.974	0.1425	0.2261	0.3571	0.4798	1.896	2.6801	0.3891	0.7548	4.3442	0.4437	0.2165	3.4934	0.7357	1.7462	1.1578	2.2636	0.5093	0.8993	0.3154	0.2128	0.4171	1.4969	0.4	0.1575	0.2279	0.2253	2.7902	1.2861	0.8225	2.5455	1.0142	0.2893	0.3776	1.1738	1.3242	1.635	0.4654	0.1928
TAG50:0-FA16:0	0.3423	0.7747	1.5595	1.0531	0.492	0.9165	1.0963	0.0603	2.4442	2.5674	2.6262	0.5401	0.535	0.7811	7.9308	1.1534	5.9431	7.253	1.5436	0.0603	1.9957	0.1142	4.7841	1.0784	2.1201	0.1352	0.5702	0.0742	0.1098	0.5049	0.2609	1.3197	0.8511	0.262	1.4295	2.4934	0.0849	0.2599	1.4906	1.3083	10.4829	2.5116	2.1218	0.5809	18.434	7.3036	0.0995	0.2841	2.3755	0.3522	0.0942	0.1461	0.087	2.6279	1.5234	2.1366	9.4282	0.6422	0.1277	0.27	1.8921	1.2286	0.9469	0.3929	0.1503
TAG50:0-FA18:0	0.3214	0.6944	1.4548	1.142	0.3082	0.9029	1.3487	0.0767	1.1006	1.8748	2.708	0.6209	0.5279	0.7262	7.0893	1.2251	5.8721	7.1984	1.3884	0.0767	1.7619	0.1386	2.4281	1.0196	2.8359	0.1671	0.5915	0.1008	0.1387	0.4396	0.2454	1.1987	1.1036	0.2244	1.5621	2.2121	0.1025	0.3123	2.0826	1.3529	11.094	2.4302	2.7103	0.4838	21.8078	8.9553	0.0948	0.2797	1.9124	0.2731	0.0855	0.0979	0.087	2.3445	1.4479	2.1855	9.5921	0.5409	0.1115	0.2811	1.8571	0.967	0.791	0.3786	0.1519
TAG50:1-FA14:0	0.2676	0.8372	1.9752	0.8341	2.5157	2.0168	0.9015	0.2664	39.7683	1.8245	0.9793	0.9952	1.0637	0.6955	3.2778	1.8698	2.7884	2.5307	4.49	0.1141	1.0276	1.0506	10.873	1.192	2.035	0.2134	6.1884	0.3608	0.4363	0.1141	1.7866	1.166	0.7777	0.7767	1.5078	2.036	0.7095	0.3815	1.5399	0.7844	2.5898	0.7436	1.0453	0.4947	1.4701	0.3482	0.5739	0.7518	0.2575	0.4679	0.2778	0.9628	1.3629	1.2624	1.0726	0.6169	0.5966	0.6869	0.8837	0.6647	0.5511	2.6996	0.9866	1.0914	0.5017
TAG50:1-FA16:0	0.3138	0.3653	2.0213	1.1405	4.6097	1.033	0.9834	0.1465	25.6235	6.8938	1.2136	0.3323	0.33	0.2404	5.5815	1.3331	2.9034	4.1809	1.5023	0.0609	1.2207	0.2381	40.4097	2.317	0.5628	0.1105	2.5678	0.083	0.1092	0.0609	1.4803	0.5502	0.508	0.8896	2.5718	0.965	0.1517	0.2738	0.8926	1.6888	12.6469	0.6548	1.1904	0.5102	4.6182	1.9349	0.4935	0.646	0.3171	0.7844	0.2279	1.2364	0.446	2.7228	1.0166	1.8583	8.7695	1.3844	0.569	0.4543	1.482	3.2759	1.2651	2.1813	0.5523
TAG50:1-FA16:1	0.243	0.647	1.6444	0.3453	0.87	1.6766	0.8145	0.6593	17.2918	1.7699	0.9884	0.5969	1.3827	0.336	1.4185	0.7346	2.4327	2.2372	2.3751	0.1436	1.2242	2.0604	14.4126	1.1084	0.5917	0.3461	2.7686	0.4916	0.2782	0.1436	2.2378	1.0851	0.4258	1.2146	1.3797	1.4855	0.857	0.3855	0.8795	0.6898	1.5187	0.5616	1.0116	0.6455	2.3773	0.7337	0.5592	0.4946	0.2153	0.4481	0.3227	0.4698	0.3625	2.045	0.5034	0.7092	0.7423	0.447	1.2581	0.7664	1.1943	1.2787	1.1875	1.0977	0.602
TAG50:1-FA18:0	0.4239	0.8846	1.0204	0.4641	1.3167	1.5325	0.9826	0.6955	14.4759	1.3409	1.5259	0.5175	0.971	0.4832	3.0526	2.1393	2.0997	3.0882	1.9051	0.1121	1.5172	0.5984	6.5741	1.677	1.3657	0.7557	2.3702	0.2821	0.2512	0.1121	1.3648	1.1673	0.5725	0.5456	1.0305	1.9529	0.6004	0.3109	0.9114	0.994	2.9004	1.6972	0.995	0.6127	1.2941	0.7643	0.5965	0.4914	0.2696	0.4409	0.7391	1.4289	0.3228	1.2501	0.412	0.9691	0.9961	0.7108	0.6855	0.9387	1.1972	0.8769	1.1241	1.6351	0.678
TAG50:1-FA18:1	0.2928	0.3859	1.8756	1.1662	4.3539	1.0065	0.7555	0.1514	23.0372	6.1979	1.204	0.4395	0.4004	0.262	5.2157	1.3063	2.7694	4.0935	1.7694	0.0766	1.1757	0.3334	38.5541	1.8899	0.6753	0.1313	3.0953	0.0855	0.1558	0.0766	1.3637	0.5832	0.495	0.7855	2.4757	1.0439	0.2044	0.313	0.9935	1.6029	11.9631	0.6498	1.2776	0.4396	4.6539	1.9325	0.5031	0.6499	0.3024	0.8199	0.2071	1.2145	0.4117	2.5069	0.9536	1.7469	9.3551	1.3298	0.5765	0.4037	1.5411	3.0122	1.1744	1.9061	0.5655
TAG50:1-FA20:1	0.6287	0.9306	0.7518	0.2626	1.2049	2.4376	2.7374	0.5021	5.3373	1.6465	1.2128	0.4704	1.0131	0.4568	3.2243	1.2872	0.8242	2.1295	1.0624	0.2626	0.8588	0.9447	5.0556	0.756	1.4911	0.4143	0.7649	0.31	0.3532	0.3239	1.2013	1.0066	0.6509	0.7681	0.5031	0.5561	0.9138	0.5425	0.4607	0.8572	1.3333	0.9408	1.0865	1.2117	0.8399	0.4806	0.9245	0.6559	0.5372	0.6672	0.5186	0.8532	0.6716	1.4287	0.559	0.4874	1.0325	0.7075	0.9987	2.2589	1.5236	1.0925	1.0013	0.5854	0.4848
TAG50:2-FA14:0	0.3499	0.6728	2.4106	0.3688	4.0834	1.2516	0.7184	0.2965	44.3768	4.3533	0.809	0.5408	0.8784	0.234	3.2993	1.8455	1.283	2.1753	3.0935	0.0862	1.1837	1.5635	19.1481	1.3965	1.0558	0.2396	5.4263	0.231	0.345	0.0862	1.432	0.6726	0.4626	1.0015	1.4031	1.1624	0.5209	0.3112	0.4447	1.1525	6.9032	0.7315	0.5617	0.4408	1.6412	0.3651	0.4988	0.5885	0.2602	0.866	0.2438	2.1794	2.3729	2.2092	0.9218	0.9985	0.2345	1.2418	1.6735	0.9692	0.7287	8.9238	1.4454	1.6815	0.4724
TAG50:2-FA14:1	0.8144	0.9077	1.6094	0.5762	0.9987	1.3359	1.2366	0.5728	17.8517	1.2218	1.3248	0.5181	1.3362	0.4477	0.8396	0.4748	1.0225	2.1617	2.4211	0.2383	1.1339	1.8725	49.5161	0.8795	1.196	0.4376	3.4547	0.4238	0.6715	0.2383	1.2899	1.1601	0.4966	0.8715	0.6792	1.1168	0.9674	0.7621	0.4574	1.0124	1.5497	0.8856	0.698	0.6584	1.2644	0.5517	0.8423	0.7708	0.5691	0.6721	0.5074	1.499	0.5332	1.6708	0.8933	0.6852	0.7869	1.0544	1.244	2.5946	0.7007	3.4755	0.9513	0.6185	0.604
TAG50:2-FA16:0	0.3316	0.2027	1.2505	0.2904	4.9296	0.9812	0.7591	0.1523	14.4424	15.2799	0.5598	0.1873	0.3867	0.119	3.8315	0.8836	4.4557	4.4645	1.1465	0.0414	1.0744	0.2298	50.8922	4.2016	0.3072	0.0781	5.9993	0.0669	0.0778	0.0414	3.36	0.601	0.5477	1.2601	2.7762	2.2579	0.096	0.1198	0.4399	1.1069	14.3341	1.7534	0.8514	0.7913	2.364	0.9041	0.7756	1.0354	0.1873	1.2815	0.2275	1.5777	0.7218	2.3016	0.4948	2.4041	2.3849	1.4116	1.161	0.6	1.1967	5.4223	1.7435	4.7899	0.6266
TAG50:2-FA16:1	0.2868	0.6069	2.0091	0.2843	1.3651	1.9219	0.8074	1.3913	20.5857	2.9629	0.9186	0.4581	1.1134	0.1824	0.9997	0.8169	0.7719	0.953	2.5445	0.0951	1.2779	1.5774	21.587	1.5497	0.5143	0.2433	3.2098	0.4734	0.2624	0.0951	3.3612	1.2092	0.2904	1.5812	1.8112	2.3641	0.6554	0.3202	0.6511	0.7857	2.0361	0.561	0.6441	1.045	3.76	0.8089	0.5208	0.5243	0.2029	0.6449	0.2446	0.7079	0.4257	1.9577	0.4134	0.9908	0.8621	0.6539	1.3106	1.106	1.8128	2.5254	2.601	1.9037	0.8543
TAG50:2-FA18:0	0.4503	1.5031	0.7416	0.1875	0.9834	1.1446	1.116	0.8311	6.0421	1.2576	1.8049	0.4672	0.4364	0.4818	1.262	0.9602	1.4877	2.3946	1.367	0.1744	0.9984	0.5702	9.5791	0.558	1.2459	0.2673	1.3151	0.2341	0.2443	0.2915	1.6308	0.9431	0.4311	0.6751	0.8012	2.0161	0.3821	1.1019	1.6463	0.9354	1.3307	2.3831	1.2168	0.6634	1.6257	1.1613	0.5457	0.4009	0.302	0.2431	0.6183	1.4731	0.4536	2.9639	0.8132	0.8148	0.9967	1.2736	0.4595	6.2543	3.8169	0.8018	0.8965	0.5718	0.3284
TAG50:2-FA18:1	0.3122	0.6838	2.2209	0.3876	2.3335	1.8843	0.7858	0.929	36.4329	3.3137	0.8927	0.5332	0.957	0.1979	1.9365	1.4108	1.0206	1.5912	3.4895	0.1068	1.2631	1.3924	22.5877	1.3662	0.9152	0.2717	4.7218	0.2969	0.3075	0.1068	2.4343	0.9513	0.3553	1.1911	1.5291	1.8015	0.561	0.3086	0.5483	0.9901	3.9392	0.828	0.6201	0.7945	2.6133	0.5338	0.5252	0.6385	0.2219	0.7886	0.2445	1.3037	1.0404	1.8974	0.6498	0.9044	0.53	0.938	1.3573	0.94	1.1148	5.0268	1.6564	1.6269	0.6468
TAG50:2-FA18:2	0.3006	0.242	1.0833	0.3471	4.999	0.858	0.6143	0.0844	14.9257	14.3333	0.6967	0.2167	0.3966	0.1652	3.6435	0.7847	4.8545	4.0762	1.0566	0.0551	1.0889	0.2821	53.1922	4.463	0.3969	0.0846	6.065	0.0551	0.1023	0.0738	3.6278	0.5605	0.5541	1.2769	3.089	2.3598	0.0957	0.2063	0.597	1.0633	15.0556	1.9284	1.0071	0.8098	2.3634	0.9373	0.7951	1.0797	0.1996	1.3259	0.2479	1.6919	0.8181	2.2469	0.5837	2.2647	2.4491	1.5542	1.1045	0.5074	1.3838	4.9713	1.7261	4.6346	0.6202
TAG50:2-FA20:2	0.738	1.3721	0.5982	0.4493	1.3262	2.3463	1.8911	0.5226	3.1789	1.1043	2.0026	0.6321	0.4822	0.5933	1.7151	0.8563	1.6111	2.8375	1.0103	0.3895	1.2303	0.999	2.9835	0.5853	1.5562	0.6214	0.9309	0.6143	0.603	0.3895	1.4341	1.4567	0.603	0.7009	0.5714	1.1318	0.687	0.8983	1.0862	1.001	0.9102	1.5042	0.9981	0.7051	0.7435	0.8379	1.032	0.6092	0.8285	0.907	0.7713	0.8143	0.4044	2.2733	0.8847	0.6489	0.9454	1.3366	0.6641	4.7364	2.4709	1.147	0.9034	0.7342	0.4612
TAG50:3-FA14:0	0.4711	0.5639	1.0452	0.2787	5.7444	1.1415	1.0175	0.1713	26.7782	7.9638	0.8092	0.5059	0.4879	0.1349	2.5631	1.2087	1.491	2.3268	1.8436	0.1018	1.1925	1.5884	22.2451	2.0889	0.5554	0.2058	4.7257	0.1117	0.2564	0.1018	1.6231	0.4377	0.4442	1.2039	1.9426	1.2436	0.2641	0.2032	0.3541	1.0379	11.9724	1.0105	0.7447	0.5708	1.7438	0.3378	0.4533	0.6465	0.2256	1.1371	0.167	3.0837	3.4024	1.6279	0.5343	1.4782	0.2526	1.1779	3.2896	0.6842	0.7997	7.0445	1.6886	2.3308	0.5533
TAG50:3-FA14:1	1.1502	0.6771	3.0491	0.3341	1.5076	1.2552	1.1206	0.3562	26.9056	2.097	0.876	0.5581	1.279	0.3287	1.3253	0.4417	0.996	2.1122	2.4878	0.2021	1.1901	2.5018	78.8091	1.004	1.1492	0.4145	3.7188	0.2774	0.48	0.2021	1.3051	0.7386	0.3912	0.974	0.7696	0.9173	0.984	0.8482	0.3053	1.3768	2.2244	0.8524	0.5659	0.5579	1.7464	0.3462	1.0901	0.7029	0.501	0.6879	0.4279	2.244	0.3566	2.8251	0.5695	0.854	0.3702	1.759	1.2574	0.7808	0.5805	7.8692	1.402	1.0653	0.4181
TAG50:3-FA16:0	0.4028	0.5811	0.7208	0.2219	4.3929	1.3632	1.2836	0.2464	14.9194	5.6081	0.8489	0.3684	0.6281	0.1104	3.0844	1.2242	3.5554	5.0656	1.2016	0.0674	0.8409	0.4828	24.0838	3.1148	0.5436	0.1468	4.4798	0.0826	0.1637	0.0674	2.5555	0.9949	0.5552	0.8638	1.8378	2.211	0.1758	0.1407	0.444	0.9402	4.746	1.7131	0.7438	0.9363	2.3367	0.6565	0.8109	1.0482	0.1942	1.1169	0.1735	0.9949	0.9058	1.0574	0.4081	2.1164	1.9724	0.8	5.8513	1.2465	1.017	3.161	1.7478	3.1047	0.5949
TAG50:3-FA16:1	0.2706	0.6685	1.7127	0.1963	1.7184	1.8638	0.996	2.2567	8.0989	2.8909	0.7453	0.2689	0.7872	0.0786	0.7532	1.2319	0.7758	0.6871	1.2453	0.0723	1.2982	1.1219	12.7238	1.4834	0.4495	0.1729	1.6574	0.3717	0.1338	0.0723	4.5974	1.2291	0.2191	1.9614	2.3321	3.4331	0.2886	0.2033	0.6333	0.5651	1.5922	0.4485	0.6197	1.2141	5.5571	0.7317	0.4211	0.3874	0.1417	0.4745	0.2073	0.4521	0.4301	1.5141	0.2829	1.1611	1.2203	0.607	0.963	1.5386	1.9342	1.5097	3.9423	2.009	0.837
TAG50:3-FA18:0	0.9523	2.7384	0.6162	0.6504	1.2658	1.9399	2.5962	1.196	5.9599	1.6113	1.1895	0.5684	0.8703	0.729	2.0258	0.6813	1.2926	3.4113	1.0716	0.2702	0.9178	0.8808	48.3148	0.6969	1.1312	0.6441	1.3354	0.2702	0.3804	0.3026	1.0179	1.0338	0.6915	0.8824	0.7914	0.9355	0.5454	0.6496	0.3598	1.033	3.0627	3.1098	0.9105	0.8446	0.728	0.5048	0.7553	0.7534	0.4689	0.7144	0.9268	1.7956	0.4217	1.1989	0.3465	0.8984	0.9505	1.7899	0.8823	1.03	0.7774	1.6977	0.8773	0.7871	0.4902
TAG50:3-FA18:1	0.3296	0.7911	1.5291	0.2504	1.9942	1.4212	0.9769	1.4096	12.074	2.7964	0.7196	0.2956	0.6494	0.148	1.1359	1.2531	0.8353	1.5009	1.4023	0.0984	1.1675	0.9741	20.6171	1.2153	0.5885	0.2289	2.1488	0.2973	0.1919	0.0984	2.7619	0.8468	0.2821	1.4554	1.8054	2.0827	0.2874	0.2467	0.4553	0.6541	3.0548	0.5573	0.6624	0.9077	3.5098	0.5213	0.4423	0.3782	0.1507	0.4977	0.2447	1.2768	1.0114	1.4599	0.3823	1.1481	0.7371	0.7972	1.1027	0.9606	1.4912	2.6912	2.6207	1.4891	0.6235
TAG50:3-FA18:2	0.4439	0.7071	0.8024	0.285	4.114	1.3789	0.8296	0.3132	21.7853	6.7229	0.7799	0.5587	0.8396	0.186	2.0486	0.8794	1.8896	2.329	1.6969	0.1787	0.9529	1.7289	31.9513	1.9447	0.5068	0.3147	4.6311	0.215	0.3636	0.1787	2.9522	0.8569	0.4439	1.0306	1.8827	1.7307	0.308	0.2873	0.4264	0.9398	7.9604	1.1653	0.7315	0.7316	2.8463	0.5583	0.8087	0.6913	0.2651	1.3582	0.2522	1.6004	1.7956	1.1654	0.5804	1.1652	0.8687	1.0127	2.4597	1.1958	0.7634	4.5697	1.9835	2.3052	0.6027
TAG50:3-FA18:3	0.3748	1.0157	0.7168	0.4159	4.8347	1.1295	1.0592	0.3095	9.5593	3.8669	1.2899	0.4127	0.6406	0.236	3.5017	0.9313	4.9037	7.0345	0.9843	0.1302	1.1175	0.2013	13.3004	3.9399	0.8331	0.239	4.8881	0.1317	0.2128	0.1302	1.6584	0.913	0.5607	0.8914	2.414	2.9894	0.2363	0.2972	0.4491	1.0985	5.5025	2.1824	0.7885	0.9204	1.4655	0.792	1.0198	1.4456	0.3012	1.4202	0.2578	1.1535	1.1407	1.3549	0.5329	3.1424	2.6763	0.8927	9.2767	0.4736	0.8906	3.2147	1.3705	3.2767	0.5772
TAG50:3-FA20:3	0.7715	1.2838	0.4054	0.3658	1.7658	4.6399	1.0236	0.5376	5.788	1.3447	1.5928	0.8265	0.6254	0.4567	1.7195	1.226	0.63	2.7029	0.8213	0.216	1.7908	1.0073	1.9768	0.6359	2.7159	0.7635	3.4602	0.216	0.3884	0.4078	0.8574	1.6802	0.6581	0.6189	0.5617	0.6903	0.5423	0.3803	0.4801	0.875	0.9269	0.9652	1.1553	1.7661	0.7724	0.571	1.1336	0.7629	0.6022	0.9025	0.5154	1.1778	0.4607	0.9127	0.3807	0.5364	1.3799	1.8622	0.4984	1.5248	1.1957	2.0448	1.6722	0.4953	0.3173
TAG50:4-FA14:0	0.4814	0.8596	0.6102	0.2472	7.5117	0.8679	1.5961	0.162	11.5839	9.0426	0.9123	0.4346	0.4255	0.1792	2.267	0.7103	2.3427	3.5832	1.1726	0.1451	1.0111	1.238	16.147	2.76	0.6565	0.1825	4.5471	0.16	0.2105	0.1451	2.5171	0.5683	0.4647	1.1686	2.9429	2.3567	0.205	0.2891	0.3365	0.6227	14.3597	1.8383	0.901	0.7048	1.3867	0.4282	0.453	0.6179	0.258	1.4535	0.2117	2.8367	4.2021	0.705	0.4219	2.0973	0.3483	1.0528	6.1047	1.1918	0.8249	3.1093	1.4464	2.8619	0.5686
TAG50:4-FA14:1	1.0896	0.9709	1.1734	0.2958	2.3278	0.9704	1.227	0.4934	15.6491	2.4277	0.94	0.4443	0.6581	0.3343	1.4985	0.4336	1.222	1.9684	1.1019	0.2194	1.3583	2.4553	50.8382	1.2613	0.9599	0.2926	3.1053	0.3448	0.536	0.2194	1.2021	0.557	0.3193	0.9144	0.9745	1.0381	0.6614	0.6162	0.4282	0.8185	2.3558	1	0.6484	0.7302	1.0085	0.3372	0.9675	0.7325	0.5277	0.7844	0.3775	2.4112	0.395	1.9978	0.6287	1.2189	0.6254	1.3504	1.5745	1.1748	0.6614	5.1992	1.1766	1.4396	0.5826
TAG50:4-FA16:0	0.6473	0.8356	0.6567	0.2564	2.3384	1.6607	2.1051	0.4459	3.5769	2.7007	1.1521	0.563	1.0023	0.17	2.163	1.2117	1.6063	2.798	1.0122	0.1366	0.8692	0.324	10.2709	1.3033	0.8363	0.4112	2.2787	0.1366	0.393	0.1771	1.8922	0.9304	0.4615	0.5255	0.7544	1.2457	0.31	0.299	0.3839	0.8198	2.474	0.794	0.6023	0.8855	1.2797	0.5229	0.7594	0.7251	0.3371	1.1698	0.2962	0.8535	0.7983	0.9527	0.4614	1.0197	1.1827	0.6129	5.0684	1.3643	1.3461	1.02	1.4366	1.6891	0.5163
TAG50:4-FA16:1	0.3682	0.7934	0.638	0.3276	2.7815	2.2146	1.3781	1.1062	3.4304	1.58	0.9631	0.4759	2.5125	0.3139	0.7436	1.2624	0.9995	0.9543	1.121	0.3092	0.7288	2.6201	12.308	1.2803	0.7748	0.4596	1.2612	0.3092	0.4042	0.3501	6.1985	2.2145	0.3495	1.3956	1.0544	3.5259	0.4324	0.3437	0.8524	0.6483	0.9882	0.6872	0.8219	1.2285	8.8266	0.6924	0.8587	0.5581	0.3226	0.6726	0.4334	0.4907	1.0005	0.6952	0.6496	0.874	2.5145	1.0588	3.2455	4.2905	1.6555	0.9459	6.8226	0.8837	0.7989
TAG50:4-FA18:1	0.8088	1.4157	1.0034	0.5171	1.7873	1.2996	1.5381	0.6597	8.0365	1.7698	0.9355	0.462	0.534	0.3466	1.9837	2.0412	1.5771	4.8523	1.2821	0.191	1.1718	0.8924	92.9139	1.3164	1	0.4911	1.8942	0.191	0.2575	0.2297	1.1114	0.6505	0.5916	1.2553	0.7154	1.0168	0.373	0.4325	0.2744	1.0917	2.4825	1.381	0.8481	0.8457	0.8045	0.4024	0.7778	0.7037	0.401	0.7903	0.5792	1.6294	0.7645	1.5965	0.6081	1.111	0.7249	1.3134	2.8889	0.5763	0.832	2.1739	0.8396	1.5069	0.3227
TAG50:4-FA18:2	0.4012	0.6363	0.6087	0.2252	5.3396	1.0588	1.1906	0.2971	7.9624	6.0186	0.7161	0.3311	0.7148	0.1954	1.7184	0.6982	1.874	2.6247	0.8756	0.1594	0.7793	1.3482	21.964	1.9679	0.4668	0.2831	3.3967	0.1594	0.2764	0.18	2.4465	0.6646	0.4094	1.024	1.8516	2.106	0.185	0.2602	0.3216	0.5193	9.9467	1.4178	0.7779	0.725	2.1939	0.3929	0.5249	0.4718	0.2651	1.118	0.3105	1.7736	2.6141	0.6932	0.3363	1.4207	0.6781	0.9044	2.7785	1.2349	0.8867	2.4894	2.1411	2.1622	0.4825
TAG50:4-FA18:3	0.4383	1.1148	0.5729	0.329	2.6445	1.4488	1.0058	0.5447	6.5248	2.3327	1.4507	0.7625	1.2497	0.256	1.1068	0.7271	2.5481	2.1034	1.2482	0.2015	1.076	0.6615	7.8121	1.0648	1.2463	0.3543	2.2173	0.2351	0.4563	0.2015	2.2749	1.0172	0.5476	0.7064	1.0619	1.1748	0.2924	0.4386	0.4504	0.7013	2.6658	0.9896	0.7125	0.8407	1.6204	0.4872	0.6238	0.8278	0.3813	1.1936	0.356	1.0092	1.9655	0.8773	0.519	1.2095	0.7368	0.8002	11.5515	1.3652	0.8538	1.2996	1.7185	1.3716	0.6231
TAG50:4-FA20:3	1.0916	1.5948	0.5101	0.3066	2.0159	3.2473	1.0704	0.6861	2.3614	1.4572	2.3091	1.0466	0.6576	0.6015	2.2419	0.9848	0.7945	2.0656	0.6592	0.3066	1.383	0.9356	1.6937	0.5273	3.494	0.9486	0.7609	0.3164	0.468	0.338	0.6649	2.461	0.8126	0.5292	0.4581	0.6084	0.5859	0.4848	0.3691	0.8849	1.3069	1.1874	1.324	1.1198	0.6541	0.5406	1.603	0.8916	0.5688	1.0152	0.474	1.1015	0.5881	1.162	0.5606	0.5403	2.0523	2.5698	0.4708	1.5457	1.0615	2.9984	1.6649	0.4826	0.5707
TAG50:4-FA20:4	1.265	1.9053	0.7058	0.4667	1.3349	2.9904	1.763	0.7434	6.3579	1.3588	2.0169	0.8107	0.5402	0.42	1.4929	1.3141	0.8888	1.7938	1.003	0.3419	2.2662	0.6421	1.3922	0.5197	2.1097	1.0714	0.997	0.3419	0.4598	0.4061	0.9916	2.2792	0.7371	0.5258	0.4356	0.5861	0.5502	0.7685	0.3995	0.8475	0.6292	0.9771	1.3862	1.8055	0.7043	0.5529	1.0956	0.9578	0.8327	1.4956	0.5228	1.287	0.6711	1.0277	0.5752	0.5511	2.3814	2.5315	0.5026	1.7682	1.5574	2.035	1.1758	0.4555	0.4293
TAG50:5-FA14:0	0.5634	2.3119	0.4232	0.3975	3.0432	1.1661	1.0018	0.3696	2.8499	2.1941	1.3126	0.5477	0.6425	0.4267	1.638	0.7838	1.2441	2.3785	1.6548	0.2345	1.0535	0.4058	2.9281	1.4956	1.5146	0.4207	1.596	0.2345	0.4002	0.2605	1.0294	1.2752	0.4876	0.6189	1.0516	1.5757	0.4123	0.4665	0.4654	0.5889	2.2039	1.2138	0.7264	0.7911	0.9509	0.6828	0.7984	1.0705	0.463	1.1507	0.502	1.3545	2.4928	0.9181	0.6928	1.4712	0.5234	0.9717	15.6713	1.925	0.6287	1.2184	1.1694	1.3838	0.7134
