out,3003,3004,3005,3007,3008,3009,3012,3013,3014,3016,3020,3021,3022,3023,3025,3026,3027,3028,3029,3030,3031,3032,3033,3036,3037,3039,3042,3043,3044,3046,3047,3048,3049,3003A,3003B,3004A,3004B,3005A,3005B,3007A,3007B,3008A,3008B,3009A,3009B,3012A,3012B,3013A,3013B,3014A,3014B,3016A,3016B,3020A,3020B,3021A,3021B,3022A,3022B,3023A,3023B,3025A,3025B,3026A,3026B,3027A,3027B,3028A,3028B,3029A,3029B,3030A,3030B,3031A,3031B,3032A,3032B,3033A,3033B,3036A,3036B,3037A,3037B,3039A,3039B,3042A,3042B,3043A,3043B,3044A,3044B,3046A,3046B,3047B,3048A,3048B,3049A,3049B
Barnesiella_intestinihominis,0,0,3.02498,0,0,0.01395,0,0,0.14865,1.3354,0.2728,0,0,0,0,0.22695,0,0.07332,0,0,0,1.57177,0,0,0,0,0,0,0,0,0,0.66398,0,0,0,0,0,1.4531,1.65948,0,0,0,0,0.09001,0,0,0,0,0,0.21647,0.23637,0.55954,0.23371,2.36599,0.47192,0,0,0,0,0,0,0,0,0.66357,2.91159,0,0,0.915,0.25069,0,0,0,0,0,0,0.22263,2.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12294,0,0,0.15988,0.82563,0,0
[Collinsella]_massiliensis,0.06476,0.62287,0.20674,0.03538,0.06366,0.10311,0.01373,0.04697,0.20827,0.16646,0.39216,0.00492,0.17939,0.4371,0.3451,0.58237,0.04305,0.52775,0.02325,0.35622,0.26826,0.6004,0.28059,0.60519,0.11761,0.04723,0.328,0.48481,0.25941,0.00165,0.28298,0.09717,0.44321,0.06375,0.13268,0.07347,0.38974,0.23439,0.41889,0.01126,0.0027,0.04781,0.11635,0.01653,0.12563,0.08898,0.01743,0.09239,0.15386,0.09244,0.1567,0.03755,0.07511,0.19855,0.18786,0.05529,0.03612,0.32191,0.19183,0.2007,0.04959,0.18268,0.38574,0.38869,0.16371,0.14864,0.0925,0.23119,0.39774,0.1068,0.11458,0.34104,0.24669,0.11067,0.1934,0.68757,0.4424,0.24305,0.12548,0.21144,0.45045,0.03035,0.12558,0.2115,0.08363,1.15151,0.5085,0.10695,0.3808,0.21586,0.36232,0.52075,0.00196,0.42081,0.2342,0.56491,0.56831,0.14335
Collinsella_intestinalis,0.04451,0.43678,0.19964,0.03171,0.51502,0.10226,0.00864,0.44638,0.15357,0.12884,0.35541,0.02099,0.17296,0.35813,0.41561,0.34559,0.0354,0.3673,0.02278,0.27686,0.18158,0.28501,0.23869,0.33012,1.5123,0.01395,0.19758,0.34942,0.16142,0.00344,0.15824,0.05876,0.24153,0.04895,0.07365,0.05628,0.31594,0.17688,0.29663,0.02367,0,0.38315,1.15523,0.0035,0.09618,0.04489,0.02326,0.30432,3.40284,0.05221,0.09169,0.06435,0.07037,0.16762,0.1733,0.06891,0.04011,0.27373,0.15208,0.1644,0.04964,0.13074,0.30319,0.27542,0.07872,0.08548,0.06066,0.21865,0.3001,0.01415,0.05099,0.24361,0.17325,0.12844,0.20749,0.43214,0.29685,0.15041,0.14319,0.0888,0.19421,0.11033,0.20658,0.05526,0.05539,0.42681,0.27779,0.07424,0.25142,0.16789,0.19467,0.28527,0,0.23755,0.14027,0.28423,0.31548,0.05861
Agathobaculum_butyriciproducens,0.00046,0.17859,0.03142,0.52282,0.15041,0.0578,0.10956,0.13498,0,0.03343,0.00274,0.36653,0.21652,0.21248,0,0,0.02084,0.00822,0.13736,0,0.09046,0.00975,0.31377,0.03841,0.03709,0.09352,0.24386,0,0.95222,0.00249,0.13373,0.28092,0.36247,0.1444,0.01929,0,0.56421,0.09458,0.15807,0.13406,0.02954,0.06334,0.81823,0,0,0.35816,0.17162,1.24473,0.01969,0.0066,0.02085,0.03017,0.01366,0.01847,0.15387,0.72868,1.17246,0.08775,0.05014,0.03268,0.06594,2.81503,0.49226,0.04106,0.02701,0.00421,0,0.01364,0.28187,0.21791,0,0.01086,0.12126,0.09397,0.12665,0.11873,0.00516,0.08587,0.44072,0.16713,0.686,0.02615,0,0.18553,0.41935,0.06453,0.56089,0.40341,0.27326,0,0.73438,0.45103,0.00292,0.29609,0.03892,0.71457,1.03459,0.20051
Asaccharobacter_celatus,0.05195,0.20669,0.34739,0.08011,0.0085,0.27927,0.01151,0.0045,0.16784,0.00804,0.03612,0,0.10108,0.10206,0.07174,1.01763,0.01045,0.1628,0.01556,0.14335,0.06404,0.30521,0.39288,0.12259,0.30572,0.04992,0.61048,0.17254,0.52738,0,0.0121,0.15956,0.19596,0.01106,0.22371,0,0.40358,0.33489,0.45663,0.01931,0.00517,0.01785,0.07204,0.02408,0.20494,0.0167,0.00674,0.0098,0.03728,0.06396,0.09172,0.00195,0.0159,0.02324,0.01334,0.06481,0.0872,0.16791,0.18107,0.04723,0.00641,0.04657,0.84204,0.42741,0.22441,0.03883,0.02549,0.21163,0.08518,0.12313,0.23431,0.17292,0.0538,0.05731,0.0618,0.63596,0.32121,0.08554,0.64764,0.26727,0.46636,0.02729,0.31442,0.50616,0.12884,0.01443,0.10054,0.02691,0.25156,0.40401,2.34567,0.1638,0,0.0387,0.30496,0.96991,0.45668,0.19284
Eggerthella_lenta,0.30819,0.0951,0.11807,0.63037,0.0423,0.01016,0,0.01197,0.11759,0,0.00428,0.01079,0.0395,0.01841,0,0.19204,0,0.24457,0.10748,0,0.00644,0.08584,0.25366,0.03541,0.26537,0.31991,0.00878,0.1602,1.07816,0.01252,0.08733,0.08293,0.08218,0.07557,1.32278,0,0.14356,0.14485,0.39748,0.1609,0.11989,0.14045,0.42516,0,0,0.00375,0,0.03692,0.07452,0.06487,0.06949,0,0,0,0,0.60629,0.68802,0.0351,0.04268,0,0,0,0,0.19401,0.01221,0.02989,0,0.41919,0.05929,1.43865,1.27406,0,0,0.00752,0.00234,0.15092,0.04771,0.00864,0.38369,0,0.08095,0.02909,0,3.69909,0.59848,0,0,0.02587,0.17529,0.77157,0.34051,0,0,0.1899,0.02891,0.04507,0.20274,0.10551
Oscillibacter_sp_57_20,0.01176,0,0.53182,0.21843,0.3234,0.03017,0,0,0.01455,0.25369,0.24127,0,0,0,0,0.28466,0.08896,0,0.00487,0.54913,0.28563,0.58328,0,0.01143,0.17725,0.91281,0.10301,0,0,0,0,0.01454,0.10665,0.1881,0.11247,0,0,0.24418,0.39605,0.4653,0.33483,0.1084,0,0,0,0.02859,0.68796,0,0,0,0.02425,0.30241,2.02275,0.41423,0.40361,0,0,0.02603,0.05719,0,0,0,0.19013,0.01234,0.44812,0,0,0,0,0,0,0.08841,1.48081,0.55543,0.56176,0.25327,2.17279,0,0,0.03564,0.03137,0.06631,0,1.32823,0.1081,0,0.20066,0,0,0,0,0.00766,0,0,0.08663,0.18465,0.12917,0.03056
Phascolarctobacterium_faecium,0,0.10105,0,0,0,0.04559,0.04945,0.41588,0.15815,2.23303,0,0,0,1.65583,0,0,0,0,0,0,0,1.72864,0,0,0,0,0,0,0.03988,0.76822,0,0.06972,0,0,0,0,0.01045,0,0,0,0,0,0,0.01255,0,1.38918,0.21055,0.0351,0.04106,0.06233,0.0694,0.41568,0.64794,0,0,0,0,0.02179,0.01793,0.19528,1.38508,0,0,0,0,0,0,0,0,0,0,0,0.0497,0,0,0.48177,5.14644,0,0,0,0,0,0,0,0,0,0,0,0,0.05926,0.19425,0,0.3852,0,0.00556,0.02003,0,0
Alistipes_shahii,0.5348,0.07215,0.29941,0,0,0.02107,0.02085,0.12232,0.03934,0.82642,0.09683,0,0,0.00424,0,0.05551,0,0,0,0.26526,0.13255,0.24361,0,0.03033,1.67479,0.28655,0.02771,0.07782,0.03927,0.10387,0,0,0,0.84328,0.25997,0,0.00236,0.08369,0.20698,0.00034,0.00037,0,0,0,0,0.76234,0.0967,0.016,0.04049,0,0.01065,0.86917,0.72578,0.80085,0.16782,0,0,0.04238,0.05607,0.03077,0.00548,0.27871,0.5749,0.11119,1.31806,0.00436,0,0.01735,0.00443,0,0,0.19232,1.19628,0.03941,0.15274,0.03252,0.30061,0,0,0.00563,0.06295,1.5704,0.50957,0.14312,0.09885,0,0.20416,0.37721,0.2071,0,0.00088,0.02497,0.03114,0,0,0,0,0
Bifidobacterium_catenulatum,0,0,0.21794,0,0,0,0,0,0,0.09166,0,0,0.56257,0.44206,0,0,0,0,0,0.6691,0,0,0,1.90408,0.8332,0,2.32068,0,0,0,0,0,0,0,0,0,0,0.0353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289,0.02807,0,0,0,0,0.76871,0.11511,1.02401,0,0,0,0,0,0,0,0,0,0,0,0.76189,0.02944,0,0,0,0,0.00895,0,0.19828,0.76875,0.41211,0,0,0,0.63552,4.17669,0,0,0,0,0.68788,0,0,0,0,0,0
Turicibacter_sanguinis,0.03891,0.05,0.05588,0.00795,0.0019,1.9328,0.00785,0,0,0,0.02849,0,0.22196,0.34844,0.12792,0.13144,0.65666,0,0.0916,0.00361,0.26273,0,0.03757,0.64718,0.0255,0.01909,0.39311,0.66836,0,0,0,0.03595,0.011,0.02737,0.62682,0,0.01345,0.02518,0.0642,0.05362,0.15545,0,0.3567,0.386,0.11745,0,0.0046,0,0,0.04185,0,0,0,0.00658,0,0.01699,0,0,0.27194,0.00223,0,0.34166,0.03327,0.01834,0.06486,0.75096,1.60969,0,0.11427,0,0,0.02009,0.00626,0.14129,0.02001,0.37905,0.41334,0.02077,0,0.02282,0.16781,0.03025,1.27005,0.02704,0.05995,0.22753,1.34255,0.0101,0.05097,0.00832,0,0.04243,0,0,0.15834,0.03075,0.06074,0.99863
Streptococcus_thermophilus,0,0.41662,0.02526,0.70799,0,0,0,0.00584,1.56764,0.01269,0.01227,0,0,0.03358,0.02083,0.21008,1.18541,0.1148,0.00524,0.0066,0,0,0,0,0.15463,0.03935,0,0.02894,0.03557,0,0,0.31838,0,0,0,0.05074,0,0.08553,0.12093,0.01214,0.01522,0,0,0,0,0.01499,0,0.01057,0,2.03202,0,0.06598,0.00702,0.04356,0.00495,0.09657,0,0.09379,0.08501,0,0,0.00738,0.05277,2.29892,0.20049,1.45,0.0516,0.78091,0.28044,0,0.04665,0.01302,0,0.00275,0,0.03139,0,0.01487,0,0.07457,1.17919,0,0,0.16128,0.07418,0,0,0.05977,0.4526,0.16369,0.15542,0.07511,0,0.04577,0,0.52837,0,0.40688
Clostridium_leptum,0.00472,0.12978,0.11062,0.19018,0.01269,0,0.00758,0.18381,0.41783,0,0.13359,0.01383,0.19725,0.03799,0.04024,0.03258,0.00954,0.01618,0.88728,0.32233,1.49388,0.0241,0.14661,0.25896,0.03346,0.16695,0.0312,0.02496,0.14087,0.8151,0.25424,0.04283,0,0.00459,0.03863,0,0.25273,0.04594,0.05089,0.11116,0.04705,0.24919,0.61951,0.01004,0,0.01842,0,0.44543,0.53346,0.09626,0.04177,0.00043,0.02433,0.0252,0.0265,0.62656,1.07998,0.10608,0.0304,0.25285,0,0,0.05013,0.1585,0.0544,0.03482,0.0244,0.2385,0.02233,0.3084,0.00748,0.29007,0.02603,0.46328,0.96372,0.13617,0.06401,0.02882,0.12598,0.04072,0.02515,0.02953,0,0.11318,0.1388,0,0.01299,0.13851,0.03294,0.41704,0.26052,0,0.07829,0.79805,0,0.02388,0,0
Aeriscardovia_aeriphila,0.25667,0.16402,0.00973,0.11756,0.09476,0.03844,0.00434,0.09361,0.11471,0.01589,0.03911,0.01977,0.46444,0.21657,0.10415,0.16518,0.00851,0.20749,0.04873,0.30846,0.32316,0.04502,0.08961,0.07001,0.17445,0.02043,0.2168,0.41063,0.29945,0.00272,0.0085,0.22444,0.15609,0.17141,0.18773,0.64116,0.11363,0.01571,0,0.07534,0.00615,0.32641,0.29892,0.00802,0,0.04087,0,0.0338,0.2072,0.07334,0.07366,0.00305,0.02366,0.04726,0.07993,0.10873,0.126,0.67567,0.13059,0.38759,0.01229,0.03941,0.03295,0.18396,0.06811,0.09752,0.02603,0.41266,0.30009,0.11275,0.0614,0.37431,0.04779,0.15032,0.64069,0.10496,0.3179,0.14686,0.03964,0.09494,0.04817,0.10043,0,0.02614,0.11064,0.22335,0.31447,0.70652,0.27131,0.21085,0.19236,0.55641,0.00336,0.00582,0.91152,0.23357,0.24354,0.09491
Ruminococcus_lactaris,0,0.13913,1.34786,0,0,0.60689,0,0,0,0,0.1585,0.13581,0,0,0,0,0,0,0.46784,0,0,0.03484,0,1.41615,0.03459,0.25412,0,0.01235,0.00224,0.53911,0.23077,0,0,0,0,0.17648,0.02009,1.89589,0.39306,0,0,0,0,0.15679,0,0,0,0,0,0,0,0,0,0.56764,0.11963,1.17738,2.30295,0,0,0,0,0,0.01118,0,0,0,0,0,0,0.21918,0.08462,0,0,0,0,0,0.01213,0,0,1.74974,0.05704,0,0.02551,0.12775,0.1524,0,0,0,0.04394,0,0.02756,0.29599,0.05768,0.54228,0,0,0,0
Lachnospira_pectinoschiza,0.11283,0,0,0,0.35471,0.05945,0.02279,0.09125,0.20909,0.05605,0,0,0,0.10781,0,0.0451,0.05412,0.07318,0.40018,0,0,0,0,0.09642,0.06905,0.14064,0,0.0373,0,0,0.28578,0,0,0.02664,0.01818,0,0,0,0,0,0,0.28745,0.05965,0.11576,0,0.32362,2.45633,0.01668,0.04609,0.16195,0.23514,1.04478,0.78792,0,0,0,0,0.01512,0,0.04764,4.68066,0,0,0.22774,0.06711,0.00354,0.06658,0.1008,0.06373,0,0.01408,0.00233,0.87956,0,0,0,0,0,0,0.01635,0.07844,0.2247,0,0.04425,0.04119,0,0,0,0.06735,0,0,0.00192,0,0.65377,0,0.00124,0,0
Acidaminococcus_intestini,0,9.96186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02525,0,0,0,0,3.37385,0,0,0,0,0,0,0,0,0,0.41047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22567,0,0,0,0,0,0,0,0,0.28547,0.273,0,0,0,0,0,0,0,0,0,0,0
Dialister_sp_CAG_357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82051,0,0,0,0,3.74656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52335,4.33475,0,0,0,0,0,0,0,0,1.04076,1.99199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes_bacterium_CAG_110,0.36376,0,0,0,0,0.42211,0,0,0,0.75106,0.68303,0,0,0,0,0.07788,0,0,0,0.59117,0,0.13742,0,0,0.25873,0.12241,0,0,0,0,0,0,0,0.76112,0.03745,0,0,0,0,0,0,0,0,0.41689,0.98885,0,0,0,0,0,0,0.07749,0.75782,0.06699,0.03259,0,0,0,0,0,0,0.29621,0.17677,0.18779,0.92781,0.00771,0,0,0,0,0,0.56111,0.26505,0,0,0.08095,0.08618,0,0,0,0,0.10837,4.14606,0.16453,0.46165,0,0,0,0,0,0,0.35894,0,0,0,0,0,0
Roseburia_sp_CAG_471,0.84093,0,0.08142,0,0.42166,4.18453,0,0.00394,0.09078,0.16603,0,0,0,0.01631,1.52152,0.08693,0.14522,0,0.06505,0.03825,0.01348,0.00448,0.00142,0.1067,0.03978,0.14841,0.00596,0.03866,0,0,0,0.10633,0.03024,0.00423,0.19658,0,0,0.03212,0.01701,0,0,0.25092,1.48913,0.70767,0,0,0,0,0.01195,0.16142,0.08254,0.1208,0.04577,0.00548,0,0.01757,0.01389,0.02213,0,0.00461,0,0.07257,0.96079,0.03586,0.03459,0.15418,0.07499,0,0,0.0148,0.09962,0.05335,0.00359,0.02431,0.03526,0.01411,0,0,0.00642,0.0507,0.04634,0.01765,0,0.08009,1.00181,0,0.01246,0,0.03866,0,0,0.04675,0,0,0,0.03959,0.01122,0.06883
Bacteroides_faecis,0,0,0,0,0.57545,0,0,0,0.23158,0,0,0,0,0,0,0,0,0,0,0,0.84658,0,0,0,0,4.16758,0.17419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22676,0.10842,0,0,0,0,0,0,0.18268,0.14269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3282,0.09269,0,0,0,0,0,0,0,0,3.31167,1.48831,0,0.53752,0,0,0,0,0.01272,0,0,0,0,0,0
Adlercreutzia_equolifaciens,0.04033,0.14402,0.22946,0.05661,0.00787,0.11255,0.00897,0.00479,0.07384,0,0.03077,0,0.09243,0.04259,0,0.62834,0,0.11006,0.01002,0.08778,0.04701,0.24402,0.22389,0.10255,0.25003,0.04898,0.41547,0.22237,0.4078,0,0.00979,0.09638,0.12253,0.00687,0.14424,0,0.2935,0.24151,0.36353,0.01608,0.0016,0.01256,0.05281,0.00446,0.0905,0.00822,0.00277,0.01141,0.02696,0.0258,0.0365,0,0.01031,0.01384,0.00451,0.05144,0.06133,0.15592,0.16201,0.01467,0,0.00754,0.33207,0.20986,0.09921,0.02985,0.01966,0.14879,0.06233,0.06179,0.12704,0.09828,0.0354,0.04607,0.03913,0.46435,0.27759,0.05582,0.30615,0.10999,0.38077,0.01817,0.13565,0.29138,0.07815,0.00568,0.06573,0.03519,0.29807,0.29224,1.57531,0.10461,0,0.02072,0.17015,0.50806,0.29104,0.13554
Alistipes_indistinctus,0,0,0.4993,0,0,0.00647,0,0,0,4.50768,0.01974,0,0,0,0,0.13663,0,0,0,0,0,0.06774,0,0.16853,0.02416,0,0,0,0,0,0,0,0,0,0,0,0,0.55055,0.64844,0,0,0,0,0,0,0,0,0,0.00808,0,0,0.36869,3.46052,0.02832,0,0,0,0,0,0,0,0,0,0.03586,0.82736,0,0,0,0,0,0,0,0,0,0,0.00416,0.15456,0,0,0.0809,0.18678,0.00595,0,0,0,0,0,0,0,0,0,0.08033,0,0,0,0,0,0
Paraprevotella_xylaniphila,0,0,0.27335,0,0,0,0.10974,0,0,0.76976,0.09954,0,0,0.16234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71689,0,0,0,0,0.0564,0.04896,0,0,0,0,0,0,1.89554,0.80056,0,0,0,0,0.63504,3.65578,0.21558,0.26645,0,0,0.03741,0.03496,1.17731,0.22976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822,0.04484
Coprococcus_catus,0,0.13124,0.32649,0.02728,0.01076,0.14692,0.02236,0,0.17743,0,0.18653,0,0,0,0.02481,1.29114,0.1352,0.24248,0,0,0,0.17152,0.33194,0.661,0.14563,0,0,0.20854,0,0,0.1153,0,0.06714,0,0,0.15084,0.51987,0.0747,0.07456,0,0,0.01347,0.03156,0.0401,0,0.08456,0.14596,0,0,0.34429,0.19494,0.0357,0.00359,0.06303,0.02689,0.0069,0.00657,0,0,0,0,0,0.04734,0.66244,0.33203,0.09174,0.14645,0.65604,0.29654,0,0,0,0,0,0,0.09466,0.06602,0.19426,0.1952,0.50362,0.32728,0.14167,0,0.04157,0,0,0.01077,0.02132,0.1594,0,0,0.30282,0,0.22846,0,0,0.04035,0.0218
Streptococcus_parasanguinis,0.01923,0.30482,0.0967,0.10535,0,0.03323,0,0.15287,0.00501,0.00983,0,0,0.03847,0.25028,0.01317,0.23232,0.00566,0.12307,0.0128,0,0.36218,0.63539,0.67722,0.05982,0,0,0.12431,0.14666,0.01652,0,0.00192,0.14414,0.00636,0,0.04691,0.74066,1.77919,0.03956,0.03903,0.05554,0,0,0.1364,0,0,0.03261,0,0.01894,0.44735,0.06338,0.02428,0.02428,0.00385,0.00135,0,0.00849,0.05664,0.02658,0.01282,0.04578,0,0,0.01056,0.08536,0.0545,0.07934,0.16964,0.025,0.03178,0.30985,0.09388,0.00848,0,0.10576,0.30749,0.26312,0.03564,0.46548,0.08604,0.00345,0.01785,0,0,0,0,0.10798,0.16756,0.03408,0.05795,0,0.09349,0.04709,0,0.01223,0.00496,0.33855,0.01998,0.0655
Sellimonas_intestinalis,0.0076,0.02664,0,0.08938,0.03516,0,0,0.12667,0,0,0,0,0.52188,0.01568,0,0.01423,0,0.54302,0.02256,0,0.07899,0,0.05681,0,0,0,0,0.00346,4.36369,0.22687,0.09825,0.00528,0,0,0.36887,0.11615,0.00136,0,0,0.02745,0,0.03082,0.35708,0,0,0,0,0.16114,0.14631,0,0,0,0,0,0,0.01408,0.0447,0.10755,0.15056,0,0,0,0,0.00288,0,0,0,0.18034,0.27192,0.09371,0,0,0,0,0.02121,0,0,0.04926,0.13948,0,0,0,0,0,0,0,0,0,0.00327,1.01081,0.23534,0,0.01028,0.23233,0.0027,0.00226,0,0
Eubacterium_ramulus,0,0,0.20817,0.5847,0.11731,0.18542,0,0,0.20406,0.0292,0.03374,0.00643,0.19193,0,0.01471,0.03283,0.21356,0,0.06722,0.05938,0.25315,0.16026,0,0.04628,0,0.02938,0.18815,0.00587,0.21949,0,0,0,0.49362,0,0,0,0,0.22667,0.11092,0.07907,0.03269,0.11268,0.15743,0.07579,0,0,0,0,0,0.39211,0.72253,0.03268,0,0.05412,0.01552,0.02471,0.0574,0.16661,0.26311,0,0,0.16623,0.09035,0.00823,0,0.01531,0.14933,0,0,0.03506,0.07597,0.04333,0.02021,0.28211,0.01434,0.15181,0,0,0.00462,0.00281,0.00485,0.01228,0,0.02452,0.15708,0.00151,0.19645,0.00963,0.00285,0.04201,1.43091,0.40302,0,0,0,0,0.58198,0.20061
Haemophilus_parainfluenzae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47953,0,0,0.2181,0,0,0,0.02512,0,0.00942,0,0,0.0158,0.0568,0,0,0,0,0,0.23916,0,0,0,0.07233,0,0,0,0,0,0,0,0,0,0.04632,0,0,0,0,0.15369,0,0,0.82415,0,0.00767,0,0,0.0486,0.83204,1.05785,0,0,0,0,0.06367,0.00799,0,0,0,0,0.06567,0,0,0,0,0.02641,0,0,0,0.07132,0.1567,0,0.01335,5.08853,0.02531,0.03397,0.01924,0,0,0,0.00733,0,0,0,0,0.04251
Clostridium_disporicum,0.01152,0,0,0,0.01098,0.01315,0,0,0,0,0.14907,0,0.01736,0,0,0.19374,0.16016,0.00106,0.00272,0,0.02846,0,0.02847,0.20507,0,0.00177,0.11134,0.81066,0,0,0.00778,0.02145,0.32592,0.09576,1.43199,0,0,0,0,0,0,0.00277,0.07408,0.02455,0,0,0.0255,0,0,0.47527,0.0018,0,0,0.01009,0.03397,0,0.00873,0,0,0,0,0.00427,0,0,0,0.00464,1.82272,0.00388,0.04323,0,0.05891,0.05346,0,0.00226,0.01422,0.19298,0.45103,0.01855,0,0,0,0,0.24546,0,0.16081,0.46995,0.62383,0.06207,0.07625,0,0,0,0,0.22707,0.03652,0.03189,0.79353,0.00966
Enorma_massiliensis,0.01755,0.32765,0.0685,0.00748,0.0086,0.0386,0.00517,0.00378,0.07123,0.04525,0.14146,0.00224,0.08367,0.2161,0.09941,0.24473,0.02307,0.19169,0.01062,0.11825,0.13533,0.20327,0.13548,0.22361,0.03104,0.02408,0.18047,0.24013,0.08112,0,0.133,0.05509,0.16803,0.01719,0.03775,0.03923,0.22334,0.08302,0.15764,0.00585,0,0.00524,0.01703,0.00266,0.05586,0.0321,0.00231,0.05061,0.03111,0.02155,0.04453,0.00597,0.02118,0.07284,0.08808,0.02476,0.01253,0.17448,0.09845,0.0851,0.02386,0.05998,0.11637,0.14493,0.0631,0.06661,0.02849,0.11082,0.16098,0.04649,0.04101,0.11398,0.08284,0.0741,0.15119,0.36458,0.19732,0.11829,0.04558,0.09586,0.20516,0.01064,0,0.04411,0.03266,0.52821,0.31931,0.04169,0.15597,0.09503,0.13968,0.22901,0,0.16799,0.0743,0.24107,0.23011,0.05155
Slackia_isoflavoniconvertens,0.01799,0.03803,0.01635,0.02003,0.01038,0.05811,0,0.01306,0.01591,0.00947,0.36045,0,0.01674,0.01565,0.0271,0.05263,0,0.02624,0.00715,0.06343,0.02997,0.03268,0.03572,0.34154,0.00948,0.01166,1.17012,0.03026,0.06487,0,0.01233,0.01286,0.02397,0.00919,0.06488,0.00121,0.0386,0.02279,0.03325,0.00145,0.00169,0.00683,0.01652,0.01309,0.01357,0.00292,0,0.00653,0.02396,0,0.00538,0,0.01057,0.70223,0.22718,0.02925,0.03931,0.01691,0.01155,0.0183,0.00111,0.02689,0.15866,0.04799,0.01619,0.01248,0,0.03535,0.01708,0,0.06174,0.06671,0.05012,0.02775,0.02896,0.08292,0.05547,0.02246,0.0254,0.93589,1.23873,0.00442,0,0.12054,0.04386,1.4034,0.25317,0.01722,0.04538,0.04709,0.04441,0.1867,0,0.03143,0.04261,0.05209,0.0484,0.00462
Lactobacillus_ruminis,0,0,0,0,1.88282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12232,0.01601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9756,0,0,0,0,0,0
Bacteroides_coprocola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31784,0,0,0.01822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92699,6.5173,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megasphaera_elsdenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44852,0.28609,0,0,0,0,0,0,0,0,0,0,0
Parasutterella_excrementihominis,0,0.0453,0,0,0.27221,0,0,0.11106,0,0,0.00709,0.71024,0,0,0,0,0,0.01291,0.15663,0,0,0,0.06327,0,0,0.0191,0,0,0.03899,0,1.33163,0.00652,0.10838,0,0,0,0.00351,0,0,0,0,0.64819,0.123,0,0,0,0.01484,0.04447,0.00539,0,0.02883,0,0.01401,0,0.00509,0.90207,0.35678,0,0,0,0,0,0,0,0,0.05791,0.00612,0.09706,0,0.05038,0.00197,0,0,0,0,0,0,0.198,0.10749,0,0,0,0,0,0,0,0,0.15619,0,0.00931,0.00916,0,0,1.8837,0,0,0,0
Bacteroides_massiliensis,0,0.16891,0,0,0,0,0.40172,0,0,0,0.29118,0,0,0,0,0.01017,0,0,0.99685,0,0,0,0,0,0,0,0,0,0,0,0.54244,0.01822,0.02497,0,0,1.59913,0.19103,0,0,0,0,0,0,0,0,0.64156,1.31497,0,0,0,0,0,0,0.49426,0.15244,0,0,0,0,0,0,0,0,0.05886,0.2353,0,0,0,0,0,0.04603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36252,0,0.01028,0,0.03324
Eubacterium_sp_CAG_274,0,0,0,0,0.37304,0,0,0,0,0,0,0,0,0,0,2.60177,0,0,0,0,0.01167,0.00535,0,0,0,0,0,0.00535,0,0,0,0,0.16574,0,0,0,0,0,0,0,0,2.86231,0.27196,0,0,0.02506,0.03774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08561,0.04937,0,0,0,0,0,0,0,0,0.00191,0.01038,0.00728,0.01722,0,0,0,0,0,0,0,0,0,0,0.16057,0.0551,0,0,0,0,0,0,0,0.3157,0.4469
